period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	1.90354        	2.36834        	10.5498        	29.0395        	16.4828        	5.39669        	3.68615        
2	2.48523        	2.97402        	12.8669        	34.3675        	21.1668        	7.00596        	4.80676        
3	1.71861        	1.98554        	8.437          	22.0374        	15.4579        	5.01394        	3.40649        
4	2.36809        	3.3178         	15.9582        	47.9531        	16.6666        	5.79938        	4.13395        
5	2.16801        	3.11494        	15.2987        	46.8011        	14.502         	5.11772        	3.68935        
6	2.48913        	3.20809        	14.6163        	41.8946        	18.7971        	6.42773        	4.52372        
7	2.27379        	3.92368        	21.7199        	58.829         	12.2596        	4.60138        	3.45815        
8	2.28194        	2.79972        	12.3591        	34.1052        	18.499         	6.19286        	4.29736        
9	2.07178        	2.41057        	10.2772        	26.8484        	18.7597        	6.08058        	4.1216         
10	2.02467        	2.57793        	11.6902        	33.3905        	15.8365        	5.34247        	3.73432        
11	2.02512        	2.71616        	12.7597        	37.9282        	14.8439        	5.09785        	3.60976        
12	2.05884        	2.65543        	12.1314        	34.7727        	16.3626        	5.48788        	3.81928        
13	1.8154         	2.35909        	10.8642        	31.6464        	13.997         	4.73119        	3.31669        
14	1.7868         	2.4368         	11.5554        	34.4327        	13.9846        	4.68788        	3.26745        
15	2.15254        	3.02679        	14.6498        	44.6004        	15.3075        	5.29297        	3.76614        
16	2.62794        	3.50149        	16.3406        	48.1277        	19.0227        	6.5759         	4.66873        
17	2.22198        	3.41652        	17.5437        	54.4003        	14.1534        	5.0472         	3.66944        
18	2.26067        	2.3354         	9.19796        	21.4662        	23.7959        	7.42223        	4.87789        
19	2.564          	3.30189        	15.0748        	43.4372        	19.4291        	6.62497        	4.66153        
20	2.01347        	2.13298        	8.55011        	20.5717        	20.1216        	6.34608        	4.22089        
21	1.80648        	2.35236        	10.818         	30.8538        	15.992         	5.16704        	3.50746        
22	2.06655        	2.61903        	11.8498        	33.6462        	16.8516        	5.60239        	3.88051        
23	1.99102        	2.57128        	11.7851        	34.0103        	15.9231        	5.319          	3.69828        
24	2.01656        	2.74378        	13.023         	39.1342        	15.0885        	5.1331         	3.61652        
25	1.8103         	2.45658        	11.5937        	33.8143        	16.1263        	5.18544        	3.5077         
