period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	15.0833        	11.0379        	4.13813        	1.58768        	3.53888        	3.06988        	3.88678        
2	12.6074        	15.2079        	5.33754        	2.03333        	4.42282        	3.44879        	4.0766         
3	9.26327        	17.5973        	5.22698        	1.84312        	3.39353        	2.61928        	3.08978        
4	16.0738        	12.6037        	4.88754        	1.92079        	4.45795        	3.68986        	4.52952        
5	15.6758        	9.89978        	3.93098        	1.54878        	3.64637        	3.16319        	4.00133        
6	19.651         	7.448          	3.23953        	1.32154        	3.39047        	3.18823        	4.23493        
7	22.0878        	9.10681        	4.19836        	1.76869        	4.73594        	4.16092        	5.30255        
8	9.9198         	17.4849        	5.31004        	1.88906        	3.55069        	2.75729        	3.2638         
9	10.8537        	17.8776        	5.45497        	1.9345         	3.60338        	2.85204        	3.41965        
10	22.0514        	9.73418        	4.27306        	1.7572         	4.51166        	4.03913        	5.20427        
11	15.3283        	13.9216        	5.09987        	1.95186        	4.29152        	3.55165        	4.36306        
12	6.69953        	45.1775        	9.83423        	3.08485        	4.39956        	2.93282        	3.15298        
13	13.8906        	15.773         	5.34438        	1.97582        	4.03686        	3.31095        	4.05133        
14	9.32749        	14.243         	4.45342        	1.59686        	3.06437        	2.43063        	2.91748        
15	8.93848        	22.1828        	6.37744        	2.26989        	4.31132        	3.11457        	3.5063         
16	18.9327        	13.842         	5.39953        	2.12114        	4.91861        	4.14752        	5.15027        
17	9.70452        	18.5788        	5.42408        	1.88974        	3.38237        	2.64117        	3.14339        
18	8.90302        	28.2072        	7.33144        	2.47222        	4.11181        	2.99217        	3.4019         
19	8.95183        	21.7131        	5.84532        	1.96553        	3.234          	2.4937         	2.95276        
20	9.51653        	20.7105        	6.04735        	2.13879        	3.97516        	2.97157        	3.42839        
21	11.6397        	25.355         	7.37485        	2.59637        	4.74401        	3.57074        	4.13816        
22	5.16438        	48.4729        	10.4075        	3.09863        	3.9307         	2.5159         	2.64207        
23	6.5655         	39.7883        	8.71625        	2.73598        	3.86536        	2.63577        	2.88372        
24	7.23622        	44.2058        	9.62233        	3.00023        	4.13525        	2.83473        	3.1161         
25	6.87823        	32.6074        	7.77434        	2.5791         	4.24058        	2.88693        	3.13151        
