period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	32.9408        	4.47534        	2.64466        	1.23548        	4.12628        	4.15487        	5.7722         
2	32.9729        	3.15499        	2.09379        	1.02787        	3.7539         	3.87587        	5.49742        
3	39.3671        	3.39347        	2.10114        	1.00926        	3.67405        	4.12837        	6.1047         
4	37.4522        	3.17115        	2.08953        	1.02647        	3.82525        	4.15188        	6.04663        
5	33.7208        	3.88177        	2.23717        	1.03743        	3.5045         	3.76567        	5.41973        
6	25.2202        	4.19591        	2.43751        	1.12948        	3.66952        	3.51089        	4.73886        
7	22.6979        	4.31608        	2.42853        	1.11025        	3.51303        	3.30854        	4.42026        
8	25.4989        	4.18381        	2.34413        	1.06902        	3.41979        	3.37893        	4.63781        
9	15.8043        	5.96628        	2.60784        	1.06556        	2.75388        	2.57517        	3.4118         
10	27.0975        	5.49644        	2.96553        	1.33111        	4.09482        	3.91709        	5.26997        
11	30.4848        	5.37826        	2.95649        	1.33777        	4.20624        	4.13644        	5.65621        
12	28.2741        	5.65668        	2.9273         	1.28987        	3.88346        	3.84984        	5.28091        
13	24.2088        	6.5376         	3.40693        	1.51073        	4.4757         	4.03895        	5.24758        
14	35.8141        	3.42891        	2.27904        	1.11943        	4.08996        	4.21682        	5.97719        
15	43.2839        	2.93269        	1.84745        	0.902941       	3.47268        	4.18802        	6.43932        
16	44.4276        	3.44005        	2.34629        	1.17057        	4.48567        	4.92584        	7.23402        
17	29.0427        	3.9613         	2.41033        	1.13889        	3.85121        	3.77442        	5.17651        
18	47.1373        	3.55103        	2.31854        	1.14126        	4.35028        	4.972          	7.4389         
19	42.1891        	3.81503        	2.53761        	1.2486         	4.60739        	4.8519         	6.95542        
20	28.5899        	4.06951        	2.313          	1.06204        	3.4751         	3.5409         	4.94838        
21	32.3555        	3.96868        	2.25158        	1.03594        	3.45036        	3.67657        	5.26694        
22	20.7861        	6.37751        	3.06878        	1.31062        	3.66498        	3.38674        	4.45583        
23	31.2785        	4.0064         	2.47638        	1.1781         	4.03657        	3.98689        	5.49587        
24	43.5096        	2.8445         	2.19788        	1.15718        	4.86058        	5.52481        	8.34775        
25	41.5602        	2.57039        	1.99498        	1.06141        	4.65379        	5.62032        	8.7673         
