period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	49.1684        	3.26894        	2.76949        	1.53141        	7.08872        	8.76935        	13.938         
2	57.6353        	3.7075         	2.927          	1.57141        	6.93698        	8.42566        	13.1703        
3	31.8022        	2.46703        	2.34362        	1.37784        	7.25094        	9.95537        	16.8994        
4	40.5061        	2.6962         	2.30081        	1.28977        	6.27138        	8.22211        	13.4751        
5	50.643         	3.01875        	2.27532        	1.21422        	5.49155        	7.12868        	11.489         
6	39.1928        	2.58013        	2.17116        	1.22067        	6.0664         	8.2463         	13.7378        
7	43.0722        	2.69025        	2.14794        	1.1637         	5.30921        	6.6609         	10.6137        
8	48.3858        	2.93535        	2.29496        	1.23874        	5.66568        	7.25404        	11.6486        
9	54.3233        	3.36066        	2.6158         	1.40497        	6.32344        	7.95564        	12.6528        
10	42.359         	2.80677        	2.39975        	1.3456         	6.53972        	8.55673        	14.0145        
11	52.7735        	3.91979        	2.8058         	1.4283         	5.61766        	6.16172        	9.06912        
12	37.4242        	4.76813        	2.87147        	1.3523         	4.58798        	4.64148        	6.47204        
13	47.2694        	4.39355        	2.73814        	1.31531        	4.7362         	5.1786         	7.54596        
14	38.799         	5.15761        	2.9451         	1.35728        	4.47851        	4.64717        	6.55679        
15	28.486         	5.35342        	2.89174        	1.29797        	4.02318        	3.92911        	5.35036        
16	23.9199        	6.85721        	3.37697        	1.45726        	4.14889        	3.84602        	5.06988        
17	28.4658        	4.6476         	2.57586        	1.16923        	3.72344        	3.71372        	5.12294        
18	22.9791        	6.07547        	2.9363         	1.25447        	3.54857        	3.41305        	4.59796        
19	27.0429        	5.89702        	3.18213        	1.42914        	4.37555        	4.09306        	5.4373         
20	49.8946        	3.99272        	2.59156        	1.27006        	4.77558        	5.37059        	7.96252        
21	48.9442        	3.31217        	2.25381        	1.13267        	4.51098        	5.2978         	8.06155        
22	47.1722        	4.59353        	2.82636        	1.3493         	4.78832        	5.1827         	7.50463        
23	42.2219        	5.08856        	3.1222         	1.48284        	5.1012         	5.1881         	7.25987        
24	35.9871        	3.7957         	2.37256        	1.13643        	4.01375        	4.19065        	5.95879        
25	33.9616        	4.10677        	2.57891        	1.23556        	4.28645        	4.26679        	5.91077        
