period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	5.42066        	4.20012        	13.3656        	23.5433        	73.417         	23.2011        	14.2067        
2	5.02236        	3.60263        	10.918         	18.0084        	74.7256        	23.4257        	13.9915        
3	6.27746        	2.75601        	6.18253        	7.09686        	87.5239        	53.1828        	27.2733        
4	5.48885        	2.48626        	5.67234        	6.61115        	81.1609        	45.067         	23.1786        
5	6.93227        	2.82245        	6.0601         	6.63919        	82.9714        	63.5432        	32.3185        
6	2.86425        	8.99035        	60.3252        	27.9131        	8.92116        	3.87281        	3.20149        
7	2.3074         	1.55533        	4.60328        	7.27776        	40.567         	11.9255        	6.89332        
8	2.69804        	1.68705        	4.74566        	7.04473        	49.7059        	15.186         	8.57038        
9	3.91082        	2.34229        	6.35994        	9.07088        	70.1953        	22.8562        	12.7829        
10	2.59502        	1.67189        	4.79653        	7.29619        	46.9588        	14.099         	8.03621        
11	3.05051        	2.15531        	6.56651        	10.7951        	50.2247        	14.9175        	8.76924        
12	2.79264        	2.02871        	6.27498        	10.5364        	44.2865        	13.0693        	7.77499        
13	2.74514        	2.03139        	6.39295        	10.9476        	43.5218        	12.7965        	7.62282        
14	3.24329        	1.99878        	5.55095        	8.12214        	59.1793        	18.4509        	10.3857        
15	2.96582        	2.09025        	6.33406        	10.3566        	48.4852        	14.3582        	8.45968        
16	2.8205         	2.51223        	8.91806        	18.0178        	35.1625        	10.6512        	6.7356         
17	3.56718        	2.87691        	9.48985        	17.4447        	48.4902        	14.6325        	9.0445         
18	3.17659        	2.76653        	9.63151        	19.0488        	39.5212        	12.0192        	7.60014        
19	2.24999        	2.09321        	7.6626         	16.1882        	26.4446        	8.05594        	5.17064        
20	2.69599        	1.93477        	5.97647        	9.97895        	44.5828        	13.0521        	7.69054        
21	2.84934        	1.94881        	5.79874        	9.2507         	48.4258        	14.3343        	8.35178        
22	2.59849        	2.03625        	6.63296        	11.9232        	37.9811        	11.1761        	6.80904        
23	2.46231        	2.30536        	8.44726        	17.9995        	27.699         	8.53556        	5.53291        
24	3.1266         	3.28801        	13.019         	30.9454        	30.245         	9.71402        	6.49606        
25	3.97069        	5.63144        	27.1725        	80.3041        	25.8173        	9.26294        	6.71414        
