period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	1.09617        	1.51786        	7.26404        	21.3704        	10.034         	3.19146        	2.14355        
2	1.14128        	1.43907        	6.49739        	17.9618        	10.6517        	3.39106        	2.27732        
3	1.27827        	1.21904        	4.59022        	9.90083        	16.0892        	4.78613        	3.02658        
4	8.51861        	1.13127        	1.39443        	0.978948       	7.43227        	14.3153        	28.1423        
5	3.96814        	38.8238        	16.2523        	4.38379        	4.45345        	2.59475        	2.55999        
6	1.32107        	1.85553        	9.02509        	27.8439        	9.04248        	3.16221        	2.27202        
7	1.30424        	1.62007        	7.2455         	19.5373        	13.081         	4.08611        	2.69888        
8	1.20475        	2.29344        	13.3677        	36.4565        	6.77765        	2.46918        	1.82796        
9	1.4382         	2.28739        	12.1018        	36.7499        	8.44409        	3.08884        	2.28645        
10	1.22932        	2.16117        	11.9148        	37.7608        	8.18226        	2.83084        	2.02281        
11	1.50433        	2.00263        	9.34322        	27.3471        	11.9263        	3.99107        	2.77591        
12	1.66415        	2.32528        	11.1859        	33.8527        	12.2461        	4.18874        	2.95725        
13	1.41728        	1.54069        	6.29118        	15.4565        	14.0827        	4.4437         	2.95711        
14	1.284          	1.96291        	9.99763        	31.6735        	9.21848        	3.1492         	2.22756        
15	1.67013        	1.80089        	7.30548        	17.6892        	17.114         	5.36814        	3.54551        
16	1.15703        	1.71942        	8.58125        	26.7179        	9.58046        	3.12767        	2.1429         
17	1.71526        	3.29934        	19.4305        	44.5068        	8.68738        	3.29656        	2.49976        
18	1.35415        	1.81282        	8.49748        	24.9971        	10.837         	3.61026        	2.50567        
19	1.46053        	2.37725        	12.5185        	40.1242        	10.2288        	3.5076         	2.48634        
20	1.71012        	2.14683        	9.62806        	26.8646        	14.3405        	4.73706        	3.25927        
21	1.60334        	2.91866        	16.5634        	45.725         	9.02887        	3.30983        	2.45499        
22	2.14588        	3.36579        	17.4093        	52.7998        	13.316         	4.79491        	3.50133        
23	1.43212        	1.94576        	9.20696        	27.393         	11.1585        	3.74713        	2.61495        
24	1.54628        	2.45499        	12.9779        	39.389         	9.06484        	3.31845        	2.45753        
25	1.38997        	2.36451        	12.7996        	40.4341        	9.3528         	3.23596        	2.3103         
