period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	34.631	 4.305	 2.525	 1.190	 4.047	 4.016	 5.731
2	39.362	 3.781	 2.327	 1.126	 4.041	 4.166	 5.965
3	59.589	 3.945	 2.723	 1.379	 5.420	 6.010	 9.094
4	27.617	 4.137	 2.328	 1.075	 3.514	 3.451	 4.700
5	41.604	 3.230	 2.100	 1.043	 3.951	 4.205	 6.227
6	51.751	 4.199	 2.701	 1.323	 4.871	 5.129	 7.728
7	56.481	 3.709	 2.559	 1.295	 5.098	 5.652	 8.557
8	42.294	 4.075	 2.508	 1.214	 4.354	 4.489	 6.427
9	47.173	 3.698	 2.406	 1.196	 4.522	 4.814	 7.126
10	54.421	 4.503	 2.878	 1.400	 5.088	 5.400	 7.951
11	35.549	 4.403	 2.581	 1.217	 4.138	 4.106	 5.861
12	27.060	 4.636	 2.512	 1.145	 3.640	 3.515	 4.680
13	32.402	 4.522	 2.548	 1.185	 3.924	 3.887	 5.214
14	34.707	 3.990	 2.345	 1.112	 3.838	 3.781	 5.531
15	20.067	 6.013	 2.912	 1.256	 3.575	 3.233	 4.286
16	17.402	 6.763	 3.091	 1.291	 3.471	 3.042	 3.858
17	14.549	 8.381	 3.354	 1.375	 3.491	 2.966	 3.688
18	13.060	 8.513	 3.381	 1.338	 3.300	 2.761	 3.424
19	29.779	 7.961	 3.736	 1.618	 4.663	 4.259	 5.593
20	18.345	 7.128	 3.158	 1.347	 3.674	 3.244	 4.198
21	10.846	12.805	 4.230	 1.621	 3.545	 2.794	 3.337
22	15.226	 9.934	 3.950	 1.564	 3.854	 3.225	 4.000
23	15.265	 6.846	 2.991	 1.236	 3.232	 2.788	 3.504
24	10.351	13.989	 4.665	 1.703	 3.613	 2.807	 3.321
25	 7.825	12.866	 3.956	 1.437	 2.911	 2.212	 2.582
