period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 4.335	33.021	43.422	10.119	 6.844	 3.622	 3.375
2	 3.409	20.807	52.754	11.855	 6.480	 3.257	 2.943
3	 6.091	32.787	98.077	22.942	12.031	 6.012	 5.395
4	 9.384	80.527	95.428	20.851	14.241	 7.636	 7.150
5	 9.161	106.549	35.719	 9.453	 9.490	 5.617	 5.592
6	 8.640	98.843	21.908	 6.004	 7.395	 4.628	 4.776
7	 7.789	93.425	27.742	 7.674	 7.821	 4.649	 4.647
8	 8.783	74.678	14.341	 4.264	 5.946	 3.892	 4.132
9	 7.792	92.267	31.462	 8.426	 8.349	 4.901	 4.860
10	 5.825	72.157	18.495	 4.980	 5.478	 3.311	 3.349
11	 5.218	62.195	25.821	 6.522	 6.028	 3.462	 3.392
12	 6.011	74.537	19.566	 5.274	 5.827	 3.500	 3.526
13	 5.607	70.910	16.809	 4.694	 5.250	 3.193	 3.242
14	 5.267	66.048	15.201	 4.208	 4.790	 2.931	 2.988
15	 5.379	67.320	15.519	 4.298	 4.891	 2.993	 3.052
16	 6.548	62.963	11.709	 3.502	 4.778	 3.103	 3.281
17	 4.472	52.466	20.329	 5.334	 4.992	 2.882	 2.836
18	 4.475	48.135	19.485	 5.274	 5.028	 2.905	 2.858
19	 4.498	52.374	17.770	 4.816	 4.861	 2.844	 2.820
20	 4.899	58.958	15.540	 4.271	 4.791	 2.877	 2.898
21	 4.218	45.541	18.387	 4.972	 4.740	 2.738	 2.693
22	 4.031	42.458	20.586	 5.058	 4.716	 2.689	 2.624
23	 4.503	54.000	15.726	 4.401	 4.563	 2.704	 2.702
24	 4.622	42.410	26.680	 6.682	 5.841	 3.271	 3.156
25	 6.280	68.355	34.102	 8.646	 7.554	 4.292	 4.173
