period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	63.707	 3.640	 2.931	 1.615	 7.508	 9.331	15.829
2	71.804	 4.172	 3.228	 1.734	 7.650	 9.430	14.497
3	40.261	 2.676	 2.484	 1.458	 7.726	10.879	19.507
4	52.924	 3.031	 2.578	 1.447	 7.007	 9.322	15.405
5	64.012	 3.576	 2.809	 1.518	 6.796	 8.511	13.752
6	50.637	 3.043	 2.569	 1.451	 7.118	 9.358	15.719
7	55.002	 3.045	 2.429	 1.320	 6.001	 7.435	12.029
8	60.764	 3.390	 2.705	 1.471	 6.678	 8.273	13.376
9	68.966	 3.864	 3.035	 1.640	 7.341	 9.193	14.850
10	55.145	 3.150	 2.679	 1.504	 7.284	 9.690	16.019
11	65.857	 4.332	 2.989	 1.513	 5.954	 6.601	 9.993
12	47.260	 5.486	 3.152	 1.483	 5.042	 5.021	 7.207
13	60.661	 5.006	 3.199	 1.557	 5.657	 6.004	 8.841
14	50.528	 5.987	 3.431	 1.603	 5.376	 5.388	 7.736
15	35.553	 6.157	 3.260	 1.472	 4.613	 4.428	 6.012
16	30.281	 8.074	 3.787	 1.640	 4.727	 4.317	 5.670
17	37.162	 5.322	 2.925	 1.338	 4.315	 4.213	 5.707
18	28.586	 7.112	 3.459	 1.508	 4.411	 4.061	 5.425
19	34.116	 6.820	 3.431	 1.527	 4.657	 4.396	 5.972
20	63.212	 4.748	 3.039	 1.508	 5.707	 6.104	 9.109
21	60.562	 3.851	 2.683	 1.366	 5.455	 6.175	 9.273
22	59.546	 5.447	 3.293	 1.592	 5.708	 5.908	 8.519
23	53.985	 5.907	 3.408	 1.614	 5.560	 5.498	 8.089
24	45.792	 4.376	 2.630	 1.262	 4.472	 4.663	 6.572
25	39.325	 4.536	 2.666	 1.265	 4.363	 4.298	 6.287
