period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	43.016	 5.098	 2.921	 1.365	 4.578	 4.588	 6.587
2	42.525	 3.453	 2.205	 1.072	 3.904	 4.143	 6.105
3	49.059	 3.952	 2.541	 1.244	 4.585	 4.828	 7.277
4	47.205	 3.601	 2.331	 1.149	 4.293	 4.630	 6.760
5	43.021	 4.672	 2.694	 1.275	 4.397	 4.348	 6.399
6	32.716	 4.690	 2.577	 1.179	 3.802	 3.712	 5.029
7	28.199	 4.863	 2.573	 1.161	 3.643	 3.496	 4.748
8	33.242	 4.765	 2.619	 1.198	 3.863	 3.772	 5.110
9	19.221	 7.252	 3.108	 1.320	 3.598	 3.181	 4.131
10	34.993	 6.505	 3.271	 1.467	 4.533	 4.316	 5.780
11	38.786	 6.269	 3.323	 1.511	 4.799	 4.647	 6.216
12	36.712	 6.830	 3.436	 1.541	 4.761	 4.532	 6.069
13	29.646	 7.409	 3.606	 1.573	 4.596	 4.233	 5.653
14	46.201	 3.749	 2.394	 1.164	 4.238	 4.497	 6.628
15	52.461	 3.501	 2.392	 1.202	 4.678	 5.074	 7.928
16	55.012	 3.825	 2.592	 1.294	 4.967	 5.435	 7.864
17	38.108	 4.442	 2.542	 1.187	 3.989	 3.996	 5.743
18	58.205	 4.068	 2.757	 1.377	 5.281	 5.779	 8.360
19	52.926	 4.241	 2.726	 1.334	 4.922	 5.182	 7.813
20	37.108	 4.803	 2.648	 1.228	 4.071	 4.043	 5.457
21	41.027	 4.722	 2.711	 1.275	 4.340	 4.321	 6.204
22	25.680	 7.377	 3.468	 1.491	 4.239	 3.840	 5.110
23	39.560	 4.541	 2.607	 1.225	 4.173	 4.155	 5.967
24	54.231	 3.060	 2.291	 1.197	 5.042	 5.820	 9.088
25	52.356	 2.907	 2.214	 1.180	 5.168	 6.440	 9.933
