period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	51.647	 3.514	 2.459	 1.246	 4.904	 5.407	 8.122
2	45.371	 2.763	 2.048	 1.058	 4.335	 4.927	 7.686
3	49.620	 2.707	 2.125	 1.147	 5.153	 6.455	10.451
4	47.368	 3.692	 2.401	 1.193	 4.516	 4.807	 7.117
5	50.473	 3.316	 2.318	 1.190	 4.809	 5.362	 8.136
6	60.557	 3.435	 2.607	 1.372	 5.842	 6.677	10.616
7	45.806	 4.125	 2.491	 1.203	 4.323	 4.474	 6.456
8	37.302	 3.530	 2.171	 1.050	 3.774	 3.889	 5.572
9	43.207	 2.871	 2.008	 1.017	 4.010	 4.421	 6.647
10	52.342	 3.430	 2.397	 1.230	 4.974	 5.547	 8.417
11	44.257	 2.667	 1.976	 1.020	 4.185	 4.757	 7.425
12	60.752	 3.869	 2.696	 1.373	 5.480	 6.204	 9.315
13	46.607	 2.965	 2.043	 1.033	 4.080	 4.523	 6.860
14	42.505	 2.893	 1.958	 0.977	 3.759	 4.112	 5.957
15	55.299	 3.081	 2.336	 1.229	 5.244	 5.994	 9.542
16	33.911	 3.858	 2.266	 1.074	 3.711	 3.655	 5.349
17	36.146	 4.124	 2.422	 1.149	 3.966	 3.907	 5.717
18	43.165	 3.296	 2.142	 1.064	 4.034	 4.293	 6.361
19	44.745	 3.742	 2.445	 1.199	 4.424	 4.636	 6.940
20	43.617	 3.708	 2.409	 1.173	 4.273	 4.514	 6.609
21	50.997	 3.368	 2.301	 1.156	 4.502	 4.883	 7.634
22	45.060	 3.554	 2.283	 1.117	 4.126	 4.344	 6.555
23	37.231	 3.738	 2.288	 1.100	 3.901	 4.050	 5.673
24	28.565	 4.872	 2.639	 1.202	 3.825	 3.693	 4.918
25	44.182	 4.204	 2.586	 1.251	 4.494	 4.631	 6.634
