period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	17.947	13.486	 4.964	 1.950	 4.648	 3.836	 4.722
2	14.764	19.033	 5.637	 2.179	 4.671	 3.660	 4.357
3	10.883	23.026	 5.948	 2.165	 4.225	 3.169	 3.670
4	19.153	15.618	 5.528	 2.139	 5.021	 4.114	 5.038
5	18.574	12.119	 4.636	 1.828	 4.492	 3.764	 4.679
6	23.872	 9.076	 3.900	 1.659	 4.512	 3.992	 5.181
7	27.297	10.417	 4.626	 1.927	 5.162	 4.532	 5.763
8	11.285	22.439	 6.167	 2.210	 4.383	 3.311	 3.852
9	12.968	22.277	 6.456	 2.335	 4.701	 3.578	 4.181
10	26.754	11.625	 4.834	 2.036	 5.371	 4.680	 6.022
11	18.324	17.202	 5.838	 2.255	 5.137	 4.146	 5.029
12	 7.513	60.839	11.189	 3.479	 4.959	 3.288	 3.520
13	16.232	19.715	 6.199	 2.365	 5.146	 4.063	 4.859
14	10.750	18.535	 5.213	 1.900	 3.892	 2.981	 3.500
15	 9.360	26.138	 6.806	 2.367	 4.348	 3.172	 3.604
16	22.187	16.695	 6.163	 2.424	 5.770	 4.765	 5.863
17	11.535	24.405	 6.305	 2.294	 4.478	 3.359	 3.889
18	10.149	37.680	 8.619	 2.846	 4.948	 3.535	 3.967
19	10.828	28.674	 7.106	 2.461	 4.575	 3.360	 3.839
20	10.712	26.630	 7.030	 2.397	 4.528	 3.349	 3.843
21	13.177	32.518	 8.661	 2.959	 5.583	 4.133	 4.742
22	 5.841	62.266	11.724	 3.430	 4.493	 2.860	 2.988
23	 7.693	53.298	 9.918	 3.139	 4.702	 3.159	 3.411
24	 8.580	58.975	11.057	 3.504	 5.247	 3.526	 3.807
25	 7.416	45.097	 8.410	 2.752	 4.340	 2.974	 3.252
