period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 2.135	 2.646	12.078	38.505	18.591	 5.972	 4.109
2	 2.665	 3.244	14.756	44.420	22.998	 7.434	 5.183
3	 1.833	 2.156	 9.513	29.164	17.402	 5.471	 3.659
4	 2.547	 3.703	17.948	63.426	18.194	 6.284	 4.460
5	 2.287	 3.406	17.081	62.565	15.949	 5.470	 3.915
6	 2.609	 3.472	16.942	55.701	20.320	 6.803	 4.786
7	 2.397	 4.319	25.087	74.197	13.017	 4.894	 3.656
8	 2.400	 3.027	13.562	46.274	20.401	 6.488	 4.563
9	 2.247	 2.643	11.634	35.457	21.231	 6.699	 4.482
10	 2.140	 2.799	13.022	44.171	16.810	 5.596	 3.978
11	 2.141	 2.956	15.010	52.273	16.382	 5.467	 3.842
12	 2.233	 2.920	13.583	46.017	17.531	 5.838	 4.150
13	 1.929	 2.570	12.644	42.558	15.205	 5.047	 3.546
14	 2.017	 2.735	13.203	46.877	15.876	 5.238	 3.663
15	 2.328	 3.387	16.510	59.366	16.745	 5.754	 4.080
16	 2.747	 3.790	19.167	65.958	20.904	 7.003	 4.925
17	 2.399	 3.837	20.651	70.858	15.335	 5.475	 3.968
18	 2.437	 2.543	10.449	27.283	26.891	 7.891	 5.290
19	 2.681	 3.569	17.478	58.032	20.986	 7.001	 4.923
20	 2.129	 2.298	 9.352	25.940	21.868	 6.725	 4.514
21	 2.147	 2.709	12.203	42.322	18.426	 5.819	 4.088
22	 2.240	 2.878	13.669	44.038	18.081	 6.068	 4.215
23	 2.164	 2.831	13.209	45.200	17.073	 5.665	 4.025
24	 2.190	 3.024	15.408	54.170	16.828	 5.598	 3.932
25	 2.258	 2.901	13.777	44.374	18.223	 6.117	 4.248
