period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 8.087	85.563	51.068	11.950	 9.918	 5.627	 5.456
2	10.427	112.691	43.871	11.464	10.952	 6.473	 6.426
3	 6.122	42.757	66.968	15.577	10.052	 5.293	 4.899
4	 9.333	92.430	58.935	14.023	11.499	 6.500	 6.278
5	 3.870	16.681	81.080	21.063	 9.160	 4.347	 3.783
6	 6.652	39.572	107.129	26.643	13.012	 6.520	 5.853
7	 2.599	 5.744	40.908	62.206	11.394	 4.463	 3.491
8	 3.917	16.877	83.908	23.074	 9.481	 4.471	 3.876
9	 3.707	 8.776	59.513	76.435	15.359	 6.155	 4.859
10	 3.768	17.976	76.940	18.793	 8.542	 4.099	 3.594
11	 3.857	20.985	64.530	14.626	 7.645	 3.807	 3.415
12	 2.956	11.716	69.350	22.404	 7.852	 3.598	 3.070
13	 3.759	11.994	82.149	41.324	11.280	 5.102	 4.239
14	12.844	126.958	33.276	 8.973	10.727	 6.759	 6.983
15	 2.947	 7.001	48.888	63.155	12.305	 4.903	 3.867
16	 2.057	 4.124	27.734	59.490	 9.948	 3.823	 2.928
17	 1.862	 2.418	11.014	34.323	14.463	 4.848	 3.455
18	 2.039	 2.119	 8.569	20.947	21.988	 6.549	 4.410
19	 2.824	 2.849	11.131	27.008	30.924	 9.580	 6.260
20	 3.266	 4.420	20.955	70.435	25.049	 8.422	 5.908
21	 3.547	 9.538	69.370	56.805	13.172	 5.369	 4.340
22	 4.658	54.511	20.404	 5.039	 5.022	 2.923	 2.887
23	 6.054	60.682	11.932	 3.565	 4.712	 3.006	 3.140
24	 9.142	54.689	11.341	 3.573	 5.471	 3.733	 4.064
25	 4.125	50.653	16.846	 4.463	 4.425	 2.590	 2.569
