period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	110.396	 6.469	 5.212	 2.887	13.597	17.466	29.561
2	130.063	 8.063	 5.998	 3.155	13.358	15.507	25.073
3	96.602	 5.491	 4.597	 2.578	12.496	16.973	28.787
4	127.237	18.562	 9.907	 4.565	14.710	14.640	20.210
5	105.321	 8.857	 5.706	 2.800	10.264	10.813	16.259
6	85.350	10.388	 5.965	 2.792	 9.328	 9.354	13.412
7	17.493	34.740	 9.565	 3.430	 6.799	 5.137	 5.976
8	26.012	16.956	 6.479	 2.554	 6.279	 5.259	 6.539
9	29.441	22.130	 8.152	 3.203	 7.632	 6.300	 7.754
10	54.173	 8.742	 4.634	 2.107	 6.692	 6.479	 8.667
11	84.862	 7.816	 4.727	 2.285	 8.188	 8.476	12.219
12	33.501	12.680	 5.614	 2.335	 6.269	 5.501	 6.999
13	27.926	12.321	 5.195	 2.138	 5.582	 4.820	 6.077
14	40.549	 7.444	 3.738	 1.674	 5.185	 4.934	 6.611
15	26.641	11.737	 4.946	 2.035	 5.314	 4.588	 5.785
16	44.947	 4.756	 2.737	 1.294	 4.477	 4.424	 6.521
17	33.427	 8.839	 4.139	 1.790	 5.170	 4.720	 6.201
18	49.046	 5.576	 3.199	 1.503	 5.125	 5.101	 7.330
19	35.927	 8.895	 4.322	 1.883	 5.513	 5.075	 6.781
20	29.657	 9.655	 4.385	 1.857	 5.139	 4.579	 6.063
21	33.982	 6.182	 3.101	 1.388	 4.304	 4.094	 5.489
22	61.520	 5.474	 3.304	 1.595	 5.738	 5.937	 8.573
23	28.798	 5.727	 2.918	 1.288	 3.885	 3.634	 4.869
24	39.481	 7.221	 3.624	 1.623	 5.029	 4.785	 6.413
25	37.618	 5.150	 2.830	 1.302	 4.266	 4.200	 5.759
