period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 6.008	 2.326	 4.952	 5.429	71.602	65.098	30.171
2	 5.948	33.961	103.063	26.392	12.205	 6.027	 5.367
3	 7.780	 2.661	 5.331	 5.582	74.386	93.679	46.503
4	 6.704	 2.906	 6.577	 7.784	95.573	61.104	29.667
5	 7.057	 3.038	 6.910	 8.319	106.465	70.357	32.593
6	 5.361	 2.547	 6.104	 7.717	90.619	43.979	21.932
7	 3.815	 2.317	 6.481	 9.939	72.122	22.677	12.646
8	 3.642	 2.079	 5.597	 8.010	71.509	24.307	12.867
9	 4.077	 2.258	 5.958	 8.483	78.956	28.628	15.210
10	 3.615	 2.300	 6.558	10.665	68.105	20.497	11.729
11	 3.024	 2.178	 6.735	11.893	51.746	15.111	 8.675
12	 3.006	 2.199	 6.925	12.714	51.808	14.813	 8.678
13	 2.710	 1.920	 6.002	10.470	47.502	13.495	 7.951
14	 3.449	 2.645	 8.510	15.807	53.431	15.966	 9.547
15	 6.190	 3.538	 9.557	14.026	117.711	42.509	22.174
16	 5.238	 3.084	 8.524	12.989	103.299	34.333	18.776
17	 5.261	 3.002	 8.136	11.961	104.705	36.656	18.968
18	 3.848	 2.525	 7.311	12.324	69.482	21.766	12.369
19	 4.235	 3.249	10.427	19.319	64.373	19.513	11.693
20	 4.060	 2.925	 9.021	15.886	67.587	20.157	11.606
21	 3.662	 2.517	 7.547	13.008	64.948	19.300	10.858
22	 3.914	 2.608	 7.718	12.812	71.140	20.690	11.732
23	 3.022	 2.278	 7.180	13.351	48.698	13.796	 8.531
24	 3.028	 2.111	 6.432	10.685	53.264	15.889	 8.757
25	 3.138	 2.121	 6.390	10.101	56.983	16.524	 9.423
