period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	79.752	 4.855	 3.982	 2.212	10.340	13.013	21.432
2	54.931	 6.560	 3.777	 1.780	 6.029	 6.007	 8.610
3	92.937	 5.671	 4.271	 2.269	 9.695	11.873	18.352
4	72.885	 4.166	 3.274	 1.770	 7.903	 9.894	15.956
5	29.223	 8.480	 3.996	 1.720	 4.880	 4.423	 5.882
6	70.827	 8.093	 4.682	 2.224	 7.614	 7.537	11.063
7	27.313	13.687	 5.666	 2.294	 5.877	 5.043	 6.425
8	65.306	 7.376	 4.264	 2.024	 6.941	 6.868	10.088
9	70.533	10.494	 5.809	 2.688	 8.701	 8.583	11.725
10	86.486	 6.860	 4.402	 2.190	 8.231	 8.809	13.108
11	48.000	 8.525	 4.526	 2.048	 6.393	 6.141	 8.327
12	55.660	 9.267	 4.928	 2.246	 7.099	 6.880	 9.190
13	89.539	 6.052	 4.225	 2.157	 8.550	 9.680	14.486
14	65.986	 7.422	 4.289	 2.035	 6.984	 6.911	10.152
15	54.710	 7.890	 4.355	 2.011	 6.541	 6.446	 8.819
16	62.547	 8.462	 4.683	 2.178	 7.175	 7.133	 9.609
17	68.425	 6.865	 4.188	 2.000	 6.960	 7.075	10.292
18	23.028	15.041	 5.761	 2.274	 5.582	 4.678	 5.814
19	24.983	14.376	 5.725	 2.300	 5.727	 4.837	 6.096
20	23.762	 9.284	 4.253	 1.778	 4.772	 4.184	 5.305
21	19.725	11.397	 4.573	 1.878	 4.757	 4.045	 5.027
22	29.264	11.160	 4.801	 2.043	 5.552	 4.913	 6.375
23	28.868	12.863	 5.449	 2.248	 5.848	 5.056	 6.369
24	59.122	 9.875	 5.253	 2.395	 7.565	 7.332	 9.793
25	91.796	 7.896	 5.092	 2.501	 9.144	 9.635	14.471
