period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	17.250	 1.985	 2.255	 1.488	 9.824	16.774	32.783
2	20.384	 2.330	 2.673	 1.776	12.022	19.817	38.461
3	18.315	 2.084	 2.392	 1.589	10.792	17.808	34.730
4	20.652	 2.190	 2.411	 1.561	10.041	16.515	30.599
5	19.054	 2.171	 2.491	 1.655	11.230	18.526	36.080
6	18.056	 2.171	 2.517	 1.683	11.370	20.139	38.901
7	22.898	 2.404	 2.674	 1.743	11.541	18.322	34.115
8	21.499	 2.281	 2.512	 1.626	10.455	17.194	31.838
9	16.059	 2.009	 2.377	 1.610	11.163	20.319	39.216
10	14.653	 1.913	 2.309	 1.584	11.237	21.290	40.433
11	15.724	 1.966	 2.326	 1.576	10.930	19.900	38.442
12	14.959	 1.846	 2.206	 1.504	10.728	19.167	36.669
13	23.649	 2.486	 2.765	 1.803	11.924	18.927	35.202
14	25.329	 2.482	 2.648	 1.682	10.508	16.418	29.461
15	16.080	 1.925	 2.233	 1.492	10.119	17.950	34.867
16	24.059	 2.260	 2.361	 1.480	 8.981	13.541	24.512
17	21.822	 2.137	 2.257	 1.423	 8.629	14.003	25.019
18	25.151	 2.212	 2.212	 1.351	 7.659	11.591	19.906
19	39.839	 2.854	 2.481	 1.414	 6.979	 9.158	15.568
20	36.034	 2.701	 2.467	 1.433	 7.347	10.234	17.163
21	28.080	 2.291	 2.216	 1.328	 7.258	10.428	18.322
22	27.049	 2.099	 2.054	 1.238	 6.762	 9.933	18.353
23	25.847	 2.160	 2.137	 1.297	 7.367	10.959	18.967
24	33.139	 2.688	 2.629	 1.587	 8.630	12.619	23.029
25	20.654	 2.019	 2.132	 1.345	 8.160	13.245	23.689
