period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 5.742	 4.483	14.473	27.664	82.317	25.631	15.345
2	 5.350	 3.868	12.023	22.017	90.131	27.083	15.436
3	 6.823	 2.933	 6.681	 8.047	105.828	69.213	31.724
4	 5.910	 2.619	 6.088	 7.340	99.143	58.014	27.862
5	 7.559	 2.998	 6.520	 7.493	100.906	81.039	38.130
6	 3.265	10.464	74.138	36.580	 9.844	 4.436	 3.684
7	 2.414	 1.631	 4.923	 7.793	44.769	12.773	 7.269
8	 2.851	 1.784	 5.142	 7.838	57.766	17.148	 9.447
9	 4.098	 2.451	 6.790	10.065	79.584	25.597	14.207
10	 2.743	 1.770	 5.184	 8.197	53.644	15.555	 8.797
11	 3.259	 2.311	 7.211	12.560	56.243	16.177	 9.547
12	 2.934	 2.146	 6.764	12.431	51.035	14.488	 8.479
13	 2.945	 2.187	 7.015	12.550	48.811	13.837	 8.321
14	 3.410	 2.101	 5.905	 9.135	67.335	20.609	11.182
15	 3.112	 2.206	 6.891	12.013	54.228	15.479	 9.126
16	 3.009	 2.706	 9.958	21.719	39.656	11.716	 7.228
17	 3.768	 3.092	11.005	22.209	59.727	16.596	10.166
18	 3.361	 2.992	10.813	25.001	47.836	13.334	 8.413
19	 2.370	 2.238	 8.303	19.793	30.169	 8.893	 5.536
20	 2.896	 2.085	 6.459	11.425	50.442	14.529	 8.324
21	 2.995	 2.057	 6.185	10.684	54.643	15.889	 8.911
22	 2.731	 2.160	 7.012	13.805	43.488	12.602	 7.448
23	 2.523	 2.423	 9.049	21.363	29.709	 9.241	 5.821
24	 3.300	 3.597	14.973	45.351	34.620	10.534	 7.030
25	 4.162	 6.305	32.896	109.095	29.238	 9.996	 7.133
