period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	1620.39        	27.0814        	21.7251        	11.0162        	48.1631        	47.9527        	69.1847        
2	1544.13        	23.4117        	19.0179        	9.78372        	44.3112        	46.1015        	68.7735        
3	1160.15        	21.9831        	19.4157        	10.4037        	51.2079        	57.0987        	89.8236        
4	1278.55        	27.8336        	21.2923        	10.5955        	44.6602        	43.5884        	61.9258        
5	1526.7         	24.6794        	20.2725        	10.3992        	46.6667        	47.3415        	69.3657        
6	1503.6         	24.5017        	21.5114        	11.3164        	53.3749        	55.4661        	82.9526        
7	816.415        	29.9424        	21.6134        	10.4941        	42.1247        	39.7818        	55.163         
8	673.294        	25.0698        	18.5573        	9.0473         	36.5397        	34.0229        	46.7208        
9	1489.51        	23.4073        	18.4296        	9.31925        	40.6099        	40.9072        	59.4826        
10	1818.47        	26.4056        	21.4824        	11.0033        	49.208         	50.2814        	73.9721        
11	1607.2         	22.7179        	18.4001        	9.46181        	42.7517        	44.5617        	66.4842        
12	1625.74        	27.1284        	22.3533        	11.4221        	50.728         	50.5553        	73.111         
13	1125.38        	21.0543        	17.0077        	8.63561        	37.9507        	37.6233        	54.2037        
14	1389.82        	24.7848        	18.3336        	9.11426        	38.434         	38.8195        	56.4194        
15	1137.01        	20.8004        	18.5133        	9.75838        	46.248         	47.6059        	70.8669        
16	582.307        	29.8           	20.3878        	9.69941        	37.5459        	34.7369        	47.4864        
17	580.485        	32.0159        	21.8496        	10.3882        	40.0656        	37.1101        	50.7297        
18	699.116        	19.6156        	16.1239        	8.11894        	34.946         	32.6           	45.034         
19	1063.93        	29.4614        	21.8379        	10.7268        	44.1953        	42.4891        	59.7647        
20	998.064        	31.3338        	22.3925        	10.896         	44.043         	42.4469        	59.717         
21	1347.89        	24.9404        	19.6775        	9.91505        	42.8698        	42.4003        	60.8923        
22	938.282        	26.5862        	19.7623        	9.71244        	39.892         	38.2789        	53.6781        
23	778.925        	32.3647        	22.0537        	10.5669        	41.4892        	39.6607        	55.4432        
24	308.767        	36.6388        	23.2869        	10.6996        	38.4929        	33.7048        	44.2421        
25	930.838        	33.836         	23.9846        	11.6078        	46.4           	44.1662        	61.5884        
