period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	29.1187        	30.1513        	134.465        	526.189        	247.589        	71.6575        	51.7915        
2	35.1856        	37.1324        	163.853        	634.877        	338.15         	94.4633        	66.0915        
3	30.0036        	25.3915        	90.0554        	214.498        	456.006        	95.431         	63.4995        
4	128.034        	24.009         	38.7403        	38.8754        	554.974        	942.329        	1218.6         
5	106.545        	112.483        	122.592        	81.09          	188.869        	77.6002        	71.8679        
6	36.5151        	52.9237        	649.603        	916.027        	268.308        	80.46          	59.3893        
7	37.7932        	39.9878        	200.315        	964.39         	364.879        	100.185        	70.5846        
8	30.0103        	40.9164        	276.595        	1299.74        	170.106        	59.6493        	45.7676        
9	37.2352        	50.0128        	300.494        	1771.14        	232.551        	78.2597        	58.9957        
10	38.7511        	51.6932        	297.637        	2149.41        	247.667        	82.7986        	62.0838        
11	42.3986        	49.5144        	241.26         	1485.93        	348.515        	104.783        	75.2364        
12	34.0145        	37.3388        	171.541        	833.04         	248.027        	78.2186        	57.838         
13	33.1543        	31.6268        	124.8          	402.157        	342.012        	92.9434        	64.5904        
14	30.5612        	34.8089        	171.132        	714.425        	218.778        	69.1541        	51.1829        
15	26.9602        	23.5405        	85.4381        	271.388        	260.824        	69.7481        	50.2368        
16	28.9187        	31.1177        	169.249        	450.136        	263.819        	67.64          	49.3355        
17	44.8162        	62.7602        	449.627        	1307.38        	242.553        	86.125         	66.6518        
18	42.7337        	52.3892        	272.93         	2326.64        	354.835        	106.914        	76.2538        
19	37.281         	45.3535        	250.187        	1215.32        	259.06         	82.008         	61.0374        
20	42.7277        	46.2081        	219.357        	1005.45        	375.738        	107.708        	77.0846        
21	44.8129        	62.1597        	386.314        	2126.58        	269.466        	92.0621        	69.5912        
22	56.2057        	73.4098        	420.812        	2951.24        	360.943        	120.735        	90.5522        
23	45.2385        	56.8652        	296.046        	2109.3         	373.094        	113.262        	80.5766        
24	37.1708        	49.9715        	314.333        	1692.61        	240.715        	79.1942        	59.242         
25	42.9937        	57.0105        	386.65         	1642.36        	290.75         	92.8728        	69.2047        
