period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	168.937        	1608.34        	1406.21        	314.018        	287.464        	133.099        	124.131        
2	155.269        	1563.56        	1165.32        	226.413        	239.327        	125.543        	119.663        
3	137.078        	1551.95        	1548.98        	251.785        	248.837        	124.287        	115.054        
4	156.475        	1632.84        	1685.76        	260.652        	274.584        	134.407        	126.524        
5	105.661        	1080.32        	2638.64        	369.74         	247.53         	113.062        	99.8172        
6	124.107        	905.839        	3131.43        	458.109        	309.79         	137.812        	122.394        
7	70.6023        	282.598        	2922.43        	1217.9         	293.535        	109.73         	88.1554        
8	86.3107        	251.814        	3837.85        	1011.1         	254.082        	111.464        	95.3366        
9	94.0817        	291.228        	2121.34        	1420.35        	518.45         	155.265        	121.601        
10	75.024         	303.304        	1736.91        	756.202        	241.034        	94.6138        	80.4578        
11	73.8778        	325.497        	2042.22        	446.513        	179.886        	83.9239        	74.34          
12	65.3126        	227.268        	3460.2         	349.768        	188.89         	83.165         	71.423         
13	68.3261        	175.005        	2591.08        	450.008        	228.312        	96.2251        	81.2254        
14	162.073        	584.643        	1794.82        	365.13         	288.021        	143.528        	136.629        
15	91.967         	328.685        	2743.2         	822.298        	335.938        	130.257        	106.97         
16	51.808         	127.506        	1731.3         	2261.38        	256.478        	91.2996        	71.2722        
17	42.0034        	56.2632        	355.234        	1787.76        	324.447        	99.1512        	72.342         
18	55.5922        	55.6861        	229.174        	783.706        	632.592        	164.498        	112.141        
19	49.9095        	44.473         	160.858        	371.283        	568.644        	146.004        	100.308        
20	64.0408        	63.8626        	246.146        	526.052        	530.924        	157.268        	113.788        
21	76.3675        	117.601        	812.441        	2174.86        	354.158        	132.126        	104.501        
22	96.5038        	525.587        	3413.77        	739.786        	161.807        	83.0765        	77.5922        
23	106.125        	2713.28        	470.705        	139.827        	124.879        	71.8949        	71.4568        
24	147.285        	2278.66        	252.701        	86.904         	138.569        	85.1962        	87.9581        
25	83.6878        	2583.03        	285.383        	74.5366        	107.945        	59.6237        	58.1082        
