period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	1180.68        	70.6205        	49.8424        	23.7628        	91.859         	82.3846        	110.202        
2	1671.88        	61.5005        	45.5376        	22.2232        	90.6286        	83.587         	114.452        
3	1957.92        	52.3868        	45.2053        	23.1774        	103.206        	96.2856        	133.046        
4	830.563        	66.9238        	45.5394        	21.3534        	79.7537        	70.6429        	93.7692        
5	2215.28        	54.2488        	42.0077        	20.9462        	88.7148        	84.4949        	118.179        
6	1145.77        	44.9338        	38.805         	19.5867        	84.0694        	73.8173        	97.8624        
7	1595.94        	45.8342        	40.6179        	20.9056        	94.405         	87.5146        	121.122        
8	1444.23        	53.9166        	43.1299        	21.3198        	89.2339        	80.3851        	108.915        
9	1233.95        	43.8567        	37.5619        	19.0657        	83.7511        	75.5806        	102.694        
10	1000.63        	45.3044        	39.5466        	19.9225        	85.6786        	74.0239        	97.367         
11	1128.23        	57.4426        	43.7744        	21.1487        	84.0204        	73.188         	96.323         
12	684.339        	68.2965        	46.4747        	21.6291        	79.691         	68.1092        	88.0942        
13	734.659        	55.459         	41.097         	19.6741        	76.4158        	64.612         	83.0218        
14	1222.87        	59.7724        	43.9189        	21.1523        	83.6554        	74.4919        	99.3211        
15	439.929        	95.8075        	56.9844        	25.1163        	83.3602        	68.3845        	85.896         
16	264.686        	85.6627        	49.7001        	21.6799        	70.6892        	54.4648        	65.4887        
17	199.297        	91.1225        	51.1706        	21.8999        	68.4217        	51.1008        	59.9794        
18	203.216        	109.25         	55.6266        	23.1825        	69.5725        	51.8695        	60.9083        
19	306.886        	69.9514        	46.9372        	21.5124        	77.5073        	58.6394        	69.6475        
20	168.276        	44.339         	31.6074        	14.5379        	51.9882        	37.5479        	43.1805        
21	167.006        	146.196        	69.3881        	27.5433        	75.8642        	53.8301        	61.0914        
22	224.918        	129.074        	63.4978        	26.4056        	79.686         	58.8283        	68.6564        
23	287.517        	116.019        	57.7           	24.2357        	74.3184        	57.8384        	70.0772        
24	142.098        	145.754        	64.3399        	25.4565        	70.2707        	48.5316        	54.2578        
25	124.294        	197.636        	66.5804        	25.0032        	63.2635        	43.5958        	48.6695        
