period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	2.81025        	3.43814        	16.4133        	54.5396        	28.4977        	8.21106        	5.53842        
2	3.47801        	4.10825        	19.0999        	60.7738        	35.2073        	10.1675        	6.87179        
3	2.54926        	2.89827        	13.1202        	39.5143        	27.2714        	7.69216        	5.1525         
4	3.33208        	4.61092        	24.4009        	110.459        	26.9518        	8.4132         	5.927          
5	3.07689        	4.37076        	23.7744        	121.04         	23.5183        	7.48433        	5.33459        
6	3.47939        	4.43509        	21.9884        	83.0308        	30.6717        	9.29905        	6.45577        
7	3.23679        	5.54447        	35.8353        	326.34         	19.4989        	6.7266         	5.00843        
8	3.2305         	3.91064        	18.609         	63.2113        	30.8332        	9.07531        	6.21004        
9	2.99545        	3.43043        	15.5992        	47.12          	32.3276        	9.09734        	6.07792        
10	2.93726        	3.68762        	18.0823        	66.2           	26.756         	8.00237        	5.52276        
11	2.93892        	3.88948        	19.9256        	82.6992        	24.837         	7.62793        	5.3375         
12	2.99444        	3.80207        	18.766         	68.989         	27.652         	8.22784        	5.65697        
13	2.69754        	3.45425        	17.2198        	65.8462        	24.0644        	7.24568        	5.01923        
14	2.69707        	3.62207        	18.6274        	75.3887        	24.21          	7.26937        	5.01289        
15	3.13901        	4.35524        	23.1251        	106.123        	25.5361        	7.94372        	5.59037        
16	3.69295        	4.86634        	24.8397        	102.363        	30.9732        	9.55012        	6.6937         
17	3.23118        	4.91166        	28.2296        	178.908        	23.2514        	7.54182        	5.42873        
18	3.29462        	3.35488        	13.9512        	35.4247        	42.9818        	11.2684        	7.27218        
19	3.64234        	4.6345         	22.9868        	87.2471        	32.1463        	9.73087        	6.75702        
20	2.97163        	3.10065        	13.1414        	34.7475        	36.3028        	9.73224        	6.3657         
21	2.74218        	3.48158        	17.1152        	59.8964        	28.0508        	8.02386        	5.39525        
22	3.08505        	3.87547        	18.9665        	68.2204        	29.3698        	8.64983        	5.909          
23	2.98705        	3.82068        	18.9626        	70.7072        	27.7445        	8.24062        	5.6551         
24	3.0145         	4.05788        	21.0031        	88.7           	25.9176        	7.90582        	5.50476        
25	2.77132        	3.64903        	18.3943        	67.1828        	28.2655        	8.08531        	5.42826        
