period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	24.8608        	17.2158        	6.31588        	2.37633        	5.74074        	4.7844         	6.01927        
2	20.8951        	25.7241        	8.34955        	3.08211        	7.24712        	5.42498        	6.39328        
3	14.6942        	29.8936        	8.07862        	2.7664         	5.52452        	4.10285        	4.80852        
4	26.8671        	20.3027        	7.44242        	2.83515        	7.03458        	5.63731        	6.93184        
5	26.3101        	15.4731        	6.0187         	2.32185        	5.9099         	4.93049        	6.21072        
6	35.1728        	11.5552        	5.04821        	2.02953        	5.63782        	5.0819         	6.71101        
7	38.5445        	13.9549        	6.26677        	2.57077        	7.39159        	6.28646        	8.03916        
8	16.4205        	31.0687        	8.48102        	2.91981        	5.88676        	4.41389        	5.20585        
9	17.2922        	29.8679        	8.42126        	2.90839        	5.88391        	4.47955        	5.33243        
10	37.3306        	14.5781        	6.32524        	2.54527        	7.05265        	6.08234        	7.82622        
11	24.5224        	21.6672        	7.62199        	2.84256        	6.75227        	5.38085        	6.58631        
12	10.4255        	127.225        	15.7253        	4.63648        	7.00276        	4.50504        	4.83012        
13	21.9338        	25.0281        	8.01454        	2.88602        	6.37384        	5.03183        	6.12436        
14	15.1375        	23.9718        	6.98425        	2.44187        	5.09224        	3.88202        	4.62528        
15	14.0768        	39.8995        	9.85396        	3.36047        	6.82668        	4.75366        	5.34517        
16	30.153         	20.8643        	7.87835        	3.01498        	7.54384        	6.13109        	7.59848        
17	15.4385        	31.6138        	8.42756        	2.85866        	5.57165        	4.18288        	4.93772        
18	13.5784        	51.3403        	11.1048        	3.60104        	6.47921        	4.54097        	5.1345         
19	14.1611        	38.2273        	9.10897        	2.9787         	5.35939        	3.97418        	4.66225        
20	15.3877        	37.3291        	9.51793        	3.23825        	6.43136        	4.64303        	5.34578        
21	18.3665        	44.7127        	11.3246        	3.83249        	7.47961        	5.44003        	6.29194        
22	8.06425        	239.684        	16.9952        	4.72334        	6.39986        	3.94758        	4.12657        
23	10.0981        	96.2338        	13.6474        	4.0765         	6.24229        	4.09964        	4.45676        
24	10.9369        	105.419        	14.8042        	4.39182        	6.57263        	4.34156        	4.74077        
25	10.6775        	71.3786        	12.1908        	3.83692        	6.73344        	4.41364        	4.77655        
