period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	163.123        	9.42606        	6.20305        	2.97355        	11.453         	11.4281        	16.2753        
2	168.573        	9.82908        	6.42492        	3.07356        	11.8018        	11.8592        	16.9374        
3	114.851        	9.61632        	5.94641        	2.7735         	10.1479        	9.78473        	13.6139        
4	106.474        	10.896         	6.52885        	3.00723        	10.7009        	10.1429        	13.9413        
5	130.12         	11.1496        	6.9075         	3.22705        	11.7873        	11.3526        	15.7745        
6	124.561        	10.3437        	6.09894        	2.7962         	10.0131        	10.1038        	14.3577        
7	89.6393        	9.797          	5.76025        	2.62974        	9.25618        	8.70869        	11.9209        
8	73.1855        	11.5809        	6.43864        	2.87375        	9.63587        	8.6895         	11.5723        
9	61.2234        	10.4758        	5.71615        	2.53086        	8.38321        	7.50222        	9.9441         
10	54.706         	11.1034        	5.79546        	2.51961        	8.0667         	7.17113        	9.44575        
11	55.1668        	14.5531        	7.2301         	3.08598        	9.4806         	8.21153        	10.6231        
12	87.3061        	16.3759        	7.87849        	3.30958        	9.94392        	9.81101        	13.626         
13	184.769        	8.39146        	5.68332        	2.75722        	10.9252        	11.0993        	16.0193        
14	126.229        	10.6296        	6.57011        	3.06645        	11.212         	10.8073        	15.0323        
15	171.622        	8.7692         	5.90252        	2.85377        	11.1817        	11.1651        	15.9509        
16	150.053        	8.22031        	5.39636        	2.58193        	9.97294        	9.96282        	14.2133        
17	134.546        	10.3064        	6.47935        	3.04457        	11.2845        	10.9643        	15.3361        
18	91.4555        	13.3003        	7.16814        	3.15825        	10.3856        	9.90518        	13.5671        
19	112.023        	15.2757        	8.3479         	3.70555        	12.2902        	11.8705        	16.3608        
20	236.327        	11.1624        	6.94865        	3.29941        	12.8003        	14.4828        	21.9281        
21	297.037        	9.91894        	7.3336         	3.74569        	16.4477        	18.931         	29.3416        
22	278.585        	8.76823        	6.81023        	3.52822        	15.7867        	17.685         	27.2336        
23	200.902        	8.27816        	7.04009        	3.81661        	18.5923        	22.3274        	36.0774        
24	224.986        	8.78026        	7.1888         	3.82824        	17.8796        	20.8415        	32.8975        
25	100.592        	6.58084        	6.44198        	3.76448        	21.2963        	29.1699        	51.8436        
