period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	1.73128        	2.31192        	11.7555        	43.056         	17.9829        	5.10754        	3.4122         
2	1.79548        	2.21228        	10.6128        	34.8406        	19.4221        	5.45706        	3.62884        
3	1.97744        	1.85663        	7.31308        	16.7381        	31.9691        	7.72513        	4.78591        
4	14.1711        	1.72004        	2.15984        	1.4911         	12.695         	26.2247        	74.12          
5	7.99056        	103.9          	30.5968        	9.46073        	9.10652        	6.11179        	5.96934        
6	2.27975        	3.60133        	16.0091        	75.3034        	16.0725        	5.24412        	3.81618        
7	2.25921        	2.42321        	11.4448        	35.2023        	23.3729        	6.4112         	4.19267        
8	1.87095        	3.47124        	23.5438        	231.094        	11.5293        	3.90434        	2.87767        
9	2.16319        	3.41651        	20.546         	173.201        	14.2725        	4.77508        	3.49946        
10	1.91849        	3.25639        	20.0545        	156.077        	14.0522        	4.48301        	3.19239        
11	2.23037        	2.91789        	14.7176        	56.615         	20.384         	6.08263        	4.18457        
12	2.46451        	3.41947        	18.0644        	79.8638        	20.8314        	6.39824        	4.46159        
13	2.12233        	2.27073        	9.80795        	26.7127        	25.5453        	6.89674        	4.51804        
14	1.95845        	2.91995        	16.3215        	86.3291        	15.7854        	4.90136        	3.44291        
15	2.51097        	2.68466        	11.605         	31.4075        	31.6651        	8.4362         	5.46386        
16	1.81436        	2.60366        	13.9963        	61.0909        	16.8917        	4.97693        	3.39251        
17	2.51813        	4.79693        	33.9799        	195.944        	14.0707        	4.95274        	3.72827        
18	2.06266        	2.70525        	13.6726        	52.7076        	18.94          	5.63828        	3.8749         
19	2.19239        	3.46991        	20.2369        	123.314        	17.1489        	5.36501        	3.78004        
20	2.49137        	3.08205        	14.8701        	51.129         	24.4466        	7.12192        	4.83703        
21	2.39643        	4.3132         	28.4447        	313.794        	14.9345        	5.05933        	3.72535        
22	3.02319        	4.68828        	27.3384        	179.2          	21.2074        	6.94508        	5.02042        
23	2.16132        	2.88095        	14.7558        	59.2646        	19.2946        	5.80208        	4.00867        
24	2.29301        	3.61022        	21.6718        	180.866        	15.1081        	5.05807        	3.70883        
25	2.12583        	3.5069         	21.1799        	150.923        	15.8545        	5.03377        	3.57651        
