period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	213.351        	7.69997        	6.71342        	3.66775        	18.7133        	22.9043        	37.9584        
2	463.554        	9.77206        	7.69194        	3.9983         	18.3506        	20.6869        	32.2151        
3	166.598        	6.75295        	6.06409        	3.35589        	17.573         	21.8552        	36.7668        
4	188.743        	20.6453        	12.0592        	5.49022        	19.2363        	18.2331        	25.0397        
5	288.459        	11.0352        	7.22174        	3.45787        	13.6557        	14.3277        	21.0287        
6	153.964        	13.3582        	7.98538        	3.67463        	13.2675        	12.81          	17.85          
7	24.2981        	44.977         	12.7264        	4.45169        	9.35705        	6.8922         	8.03369        
8	36.81          	21.5955        	8.41633        	3.24994        	8.30509        	6.91013        	8.6935         
9	40.5119        	28.0054        	10.5585        	4.03826        	10.1118        	8.21588        	10.184         
10	90.5983        	11.1905        	6.07126        	2.67423        	8.96515        	8.67031        	12.0134        
11	203.703        	9.8194         	6.27368        	2.96788        	11.4313        	11.7081        	16.9288        
12	47.4502        	16.7819        	7.22383        	2.88968        	7.97616        	7.07569        	9.26471        
13	41.0605        	17.4728        	7.53098        	3.04556        	8.54168        	7.12868        	9.01433        
14	65.3771        	9.79229        	5.15855        	2.24415        	7.32931        	6.93223        	9.47509        
15	38.1676        	16.113         	6.86041        	2.74085        	7.51612        	6.40908        	8.19605        
16	97.0182        	6.49368        	3.94718        	1.82562        	6.74287        	6.74856        	9.60246        
17	53.5558        	12.6279        	6.2163         	2.649          	8.2413         	7.2405         	9.48553        
18	102.704        	7.50978        	4.40939        	2.01226        	7.27099        	7.335          	10.46          
19	56.3724        	11.9359        	5.77894        	2.4256         	7.38889        	6.85033        	9.22838        
20	43.8487        	13.2955        	6.20939        	2.5755         	7.60993        	6.60218        	8.55216        
21	56.4836        	8.43703        	4.50083        	1.96856        	6.48868        	6.05988        	8.23327        
22	162.65         	7.17818        	4.40482        	2.05595        	7.82734        	8.32316        	12.2583        
23	48.4711        	8.77511        	4.60951        	2.01415        	6.58462        	5.87556        	7.79044        
24	65.6694        	9.4451         	4.66016        	1.97425        	6.19722        	6.21616        	8.7638         
25	74.5538        	7.65986        	4.3952         	1.99088        	7.0056         	6.65773        	9.19274        
