period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	7.4376         	2.85087        	6.18235        	6.58271        	161.07         	104.388        	40.8323        
2	7.24774        	35.2571        	201.474        	28.4152        	16.2124        	7.66674        	6.79093        
3	9.37357        	3.26366        	6.71152        	6.94789        	130.677        	167.819        	58.5875        
4	8.17614        	3.50558        	8.07282        	9.16578        	253.837        	89.7682        	39.1442        
5	8.41964        	3.61076        	8.31265        	9.43337        	260.36         	92.3634        	40.2887        
6	6.65795        	3.12174        	7.60644        	9.18392        	308.317        	62.694         	28.9759        
7	4.69408        	2.80097        	8.08812        	11.9683        	208.19         	31.4293        	16.4786        
8	4.74206        	2.66353        	7.26005        	9.98755        	246.842        	33.335         	17.1036        
9	5.20027        	2.8328         	7.60018        	10.2639        	286.977        	38.5499        	19.4437        
10	4.64339        	2.89817        	8.49668        	12.8109        	174.299        	28.2391        	15.24          
11	3.95705        	2.79087        	8.8974         	14.9711        	107.553        	20.5199        	11.6635        
12	3.98369        	2.8448         	9.10973        	15.4574        	102.806        	20.0211        	11.4875        
13	3.63852        	2.52144        	7.92144        	13.0767        	103.243        	19.0936        	10.803         
14	4.486          	3.35067        	11.05          	19.5672        	101.963        	21.1792        	12.3975        
15	7.47047        	4.20322        	11.4205        	15.7018        	318.623        	51.8674        	26.7869        
16	6.42179        	3.71927        	10.3296        	14.5687        	278.622        	43.0013        	22.4667        
17	6.46279        	3.63208        	9.89798        	13.6348        	306.37         	45.3085        	23.3           
18	4.99493        	3.20919        	9.54122        	14.6636        	169.248        	28.7679        	15.7902        
19	5.41861        	4.04482        	13.3026        	23.5128        	120.851        	25.4512        	14.9254        
20	5.16604        	3.63881        	11.5445        	19.3519        	136.517        	26.5308        	15.1266        
21	4.73414        	3.18682        	9.82292        	15.8152        	143.688        	25.9335        	14.4803        
22	5.05019        	3.29752        	9.9454         	15.5603        	164.745        	28.735         	15.848         
23	4.1342         	3.04195        	9.94324        	17.3633        	98.968         	19.9639        	11.6003        
24	4.18068        	2.85234        	8.85143        	14.3834        	122.188        	22.2935        	12.5475        
25	4.35834        	2.88543        	8.7691         	13.8604        	138.056        	24.1822        	13.4358        
