period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	28.1557        	2.87788        	3.37457        	2.18238        	15.9018        	27.3474        	61.3026        
2	30.9875        	3.27502        	3.88429        	2.52811        	18.5673        	32.3096        	73.004         
3	28.6807        	3.02055        	3.58042        	2.33008        	17.1675        	29.9174        	67.9162        
4	33.7463        	3.19508        	3.63762        	2.30871        	16.1029        	26.4527        	56.3627        
5	29.8988        	3.15516        	3.74119        	2.43483        	17.9074        	31.1809        	70.5938        
6	29.0828        	3.15266        	3.77683        	2.47338        	18.4314        	32.5629        	74.9034        
7	34.7484        	3.39159        	3.90438        	2.49349        	17.5931        	29.2765        	63.1624        
8	34.9419        	3.3125         	3.7732         	2.39466        	16.6896        	27.397         	58.3326        
9	26.4799        	3.01526        	3.68352        	2.44283        	18.73          	34.1641        	81.6401        
10	23.9481        	2.85988        	3.56199        	2.39225        	18.8874        	35.6196        	88.8804        
11	25.8744        	2.94243        	3.59384        	2.38332        	18.2961        	33.3965        	80.001         
12	24.0482        	2.79777        	3.44922        	2.30207        	17.9474        	33.3314        	81.6894        
13	37.3702        	3.66966        	4.22557        	2.69997        	18.9559        	31.4971        	67.4881        
14	42.6118        	3.73504        	4.12636        	2.57169        	17.1369        	26.9491        	54.7891        
15	27.3262        	2.95018        	3.53138        	2.31273        	17.2859        	30.6065        	70.7846        
16	42.0761        	3.43528        	3.71066        	2.28302        	14.8999        	22.8835        	45.6793        
17	38.4541        	3.26907        	3.59833        	2.22528        	14.6508        	22.5896        	45.5674        
18	46.0116        	3.32019        	3.46422        	2.07755        	12.8314        	18.5495        	35.3091        
19	89.5982        	4.17006        	3.84538        	2.15691        	11.5366        	14.631         	24.9641        
20	74.6921        	3.97944        	3.79764        	2.16954        	12.0634        	15.838         	27.7776        
21	52.6684        	3.41013        	3.44211        	2.02674        	12.0433        	16.7818        	30.9446        
22	46.5505        	3.11333        	3.17579        	1.88095        	11.3416        	16.0088        	29.8667        
23	46.6016        	3.23951        	3.34216        	1.99195        	12.1546        	17.3627        	32.7168        
24	57.8308        	3.9343         	4.02001        	2.38307        	14.2819        	20.1111        	37.3349        
25	35.7514        	3.0243         	3.32682        	2.05694        	13.5766        	20.9606        	42.4066        
