period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	5.17662        	4.00237        	12.6265        	21.999         	67.7743        	21.826         	13.4398        
2	4.9666         	3.56334        	10.7961        	17.8071        	73.651         	23.1525        	13.8328        
3	5.96095        	2.58773        	5.85335        	6.82708        	83.9653        	51.5556        	26.4058        
4	5.2294         	2.38307        	5.40626        	6.23808        	71.5903        	40.901         	21.5411        
5	6.69287        	2.69096        	5.81576        	6.46279        	81.7319        	62.6641        	31.755         
6	2.98386        	8.44992        	49.3783        	24.6394        	9.12035        	4.07333        	3.40125        
7	2.39651        	1.61177        	4.71704        	7.36816        	40.6483        	12.1068        	7.0443         
8	2.70799        	1.69378        	4.75056        	7.01788        	48.7336        	15.1129        	8.55979        
9	3.77989        	2.26713        	6.10657        	8.58679        	63.1814        	21.4912        	12.1653        
10	2.67536        	1.72208        	4.88966        	7.35156        	46.674         	14.2163        	8.15576        
11	3.04125        	2.14146        	6.42046        	10.3152        	46.7528        	14.39          	8.55997        
12	2.7764         	2.01529        	6.19855        	10.3049        	42.7547        	12.8487        	7.67959        
13	2.78018        	2.0479         	6.35342        	10.6771        	41.8734        	12.615         	7.5843         
14	3.18783        	1.96609        	5.42246        	7.83637        	54.9774        	17.7497        	10.0837        
15	2.93641        	2.06804        	6.22566        	10.0602        	46.2442        	14.0154        	8.307          
16	2.86355        	2.52994        	8.86453        	17.6172        	34.4829        	10.6079        	6.75389        
17	3.33466        	2.73199        	9.22464        	17.2848        	47.8246        	14.2544        	8.70617        
18	3.09191        	2.67978        	9.19613        	17.6802        	36.7826        	11.4877        	7.32064        
19	2.23949        	2.07344        	7.50391        	15.4883        	25.5553        	7.91831        	5.10941        
20	2.71153        	1.93718        	5.87704        	9.56102        	41.6675        	12.6627        	7.5577         
21	2.85415        	1.95175        	5.78657        	9.17521        	47.4235        	14.2395        	8.3255         
22	2.58912        	2.02497        	6.54599        	11.6018        	36.6664        	10.9958        	6.73452        
23	2.35671        	2.20796        	8.00867        	16.5138        	25.8022        	8.12282        	5.2857         
24	3.05622        	3.19057        	12.4322        	28.4847        	28.6852        	9.37688        	6.30547        
25	3.84217        	5.54324        	26.9544        	80.1011        	25.4055        	9.05285        	6.52943        
