period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	6.93821        	50.1102        	33.8806        	9.42444        	8.95266        	5.10991        	4.93639        
2	8.59028        	63.4903        	30.5617        	8.98495        	9.7047         	5.76778        	5.69491        
3	5.60974        	33.592         	52.7828        	13.2211        	9.32904        	4.92995        	4.56217        
4	8.10018        	63.639         	43.4056        	11.6506        	10.4984        	5.95926        	5.74582        
5	3.562          	13.6064        	58.3225        	17.142         	8.45204        	4.0536         	3.53616        
6	5.9166         	28.5414        	78.1646        	20.1555        	11.6756        	5.88956        	5.29182        
7	2.41362        	5.06905        	30.0604        	40.6249        	10.1326        	4.11595        	3.24214        
8	3.63409        	13.6431        	62.3398        	18.4958        	8.81143        	4.19717        	3.64745        
9	3.19737        	7.61162        	48.4672        	59.8946        	13.2794        	5.32814        	4.17449        
10	3.41306        	13.4385        	49.9183        	14.668         	7.76696        	3.77381        	3.31686        
11	3.50567        	16.2114        	44.2462        	11.5521        	7.02468        	3.53134        	3.17174        
12	2.7292         	9.28379        	49.1677        	16.7661        	7.23074        	3.34897        	2.86558        
13	3.42584        	9.69318        	54.6066        	27.9819        	10.4084        	4.67039        	3.90283        
14	11.0883        	103.876        	25.6464        	7.65637        	9.15858        	5.79506        	6.00228        
15	2.75245        	6.01895        	36.3787        	43.2767        	11.0654        	4.55468        	3.61699        
16	1.99119        	3.76625        	21.843         	42.1207        	9.30125        	3.6581         	2.82938        
17	1.7425         	2.19953        	9.75287        	25.9098        	13.3034        	4.55742        	3.19919        
18	2.01853        	2.04564        	7.89469        	18.0775        	20.2716        	6.44364        	4.27806        
19	2.58924        	2.53693        	9.3879         	19.8438        	25.7777        	8.41064        	5.57356        
20	3.02623        	3.90575        	17.3761        	45.6905        	21.3733        	7.56151        	5.3869         
21	3.29506        	8.12477        	49.6188        	38.9243        	11.6227        	4.98247        	4.05248        
22	4.10724        	36.5983        	16.4309        	4.52218        	4.68097        	2.73055        	2.69149        
23	5.40875        	41.6192        	10.5897        	3.26722        	4.41425        	2.81453        	2.92672        
24	8.03333        	36.9994        	9.52949        	3.1778         	5.09771        	3.46743        	3.74882        
25	3.79804        	35.0801        	14.4357        	3.99136        	4.28886        	2.51437        	2.4832         
