period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	4.02775        	25.384         	34.8498        	8.61156        	6.48623        	3.44758        	3.21133        
2	3.2692         	16.5633        	42.1121        	10.0398        	6.32084        	3.2015         	2.89506        
3	5.69966        	27.5656        	78.0664        	19.395         	11.3637        	5.70658        	5.12482        
4	8.21736        	54.5789        	68.3744        	17.1983        	12.5571        	6.74201        	6.3158         
5	8.19572        	72.0536        	29.148         	8.26009        	9.00713        	5.33927        	5.29402        
6	7.80052        	62.9932        	17.6164        	5.35813        	6.94706        	4.34592        	4.45741        
7	6.85418        	60.0034        	23.1369        	6.60802        	7.36996        	4.38876        	4.3682         
8	7.551          	49.4863        	12.1056        	3.84862        	5.60772        	3.66196        	3.86392        
9	6.90592        	56.6532        	25.4563        	7.23654        	7.80988        	4.59832        	4.5409         
10	5.26082        	51.6449        	15.6409        	4.4734         	5.2025         	3.14582        	3.17188        
11	4.7119         	39.8826        	20.7561        	5.64584        	5.66366        	3.2611         	3.18783        
12	5.41184        	51.0034        	16.8001        	4.79902        	5.50717        	3.31105        	3.32405        
13	5.12428        	48.848         	14.4247        	4.17154        	4.95371        	3.01425        	3.05076        
14	4.93078        	49.5965        	13.2297        	3.83958        	4.71125        	2.87888        	2.91904        
15	4.95274        	49.4716        	13.3556        	3.86374        	4.64317        	2.8421         	2.8898         
16	5.98882        	43.4077        	10.1524        	3.1732         	4.50547        	2.92242        	3.07704        
17	4.149          	38.6532        	17.702         	4.76532        	4.90496        	2.83582        	2.77981        
18	4.22446        	38.9498        	17.9617        	4.84769        	4.99907        	2.89114        	2.83378        
19	4.26272        	40.3398        	16.2998        	4.48207        	4.819          	2.82153        	2.78607        
20	4.61999        	45.5652        	14.3905        	4.08967        	4.75366        	2.85246        	2.85906        
21	3.98423        	36.8669        	16.9681        	4.57373        	4.71132        	2.72388        	2.6701         
22	3.78641        	33.6095        	17.911         	4.74422        	4.68727        	2.67663        	2.60448        
23	4.24559        	43.0236        	14.7866        	4.10368        	4.55998        	2.70135        	2.68853        
24	4.29462        	35.0943        	23.7442        	6.16705        	5.63033        	3.15937        	3.04378        
25	5.70409        	47.1708        	27.8936        	7.46298        	7.17854        	4.08974        	3.96752        
