period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	1.37724        	1.69791        	7.49117        	20.3224        	10.771         	3.64774        	2.55244        
2	1.33193        	1.56864        	6.73844        	17.8548        	11.2272        	3.71394        	2.55975        
3	1.40239        	1.29479        	4.68997        	9.71698        	16.1169        	4.95346        	3.19585        
4	8.44985        	1.20365        	1.52423        	1.05863        	7.69482        	14.1049        	26.6525        
5	3.85488        	32.0534        	14.9988        	4.20199        	4.49042        	2.62209        	2.57822        
6	1.33452        	1.8606         	8.95057        	26.5349        	9.04072        	3.18116        	2.2905         
7	1.59083        	1.80415        	7.52062        	19.0615        	13.8045        	4.54918        	3.11602        
8	1.38496        	2.39465        	13.2189        	32.9082        	7.24914        	2.74956        	2.0809         
9	1.45464        	2.29867        	12.0294        	35.078         	8.4794         	3.11559        	2.30978        
10	1.52211        	2.35826        	12.1686        	35.765         	9.04248        	3.30677        	2.44266        
11	1.63548        	2.0871         	9.45068        	26.716         	12.2563        	4.19893        	2.9632         
12	1.76882        	2.35905        	10.9191        	30.6707        	12.2588        	4.31154        	3.09032        
13	1.48549        	1.57978        	6.3041         	15.0146        	14.0855        	4.53154        	3.04772        
14	1.46113        	2.06369        	9.97952        	29.1385        	9.62024        	3.41949        	2.47622        
15	1.75789        	1.82709        	7.10726        	16.1907        	16.5215        	5.38042        	3.62167        
16	1.43469        	1.88894        	8.70156        	24.515         	10.2648        	3.56615        	2.54037        
17	1.8441         	3.37257        	19.2877        	42.4022        	9.01649        	3.49447        	2.67914        
18	1.4928         	1.9101         	8.68676        	24.8047        	11.2631        	3.84354        	2.70901        
19	1.73957        	2.53716        	12.5056        	36.22          	10.9037        	3.93851        	2.87958        
20	1.83119        	2.21468        	9.63846        	25.8652        	14.5124        	4.90759        	3.42409        
21	1.78798        	3.02887        	16.5262        	43.0963        	9.51174        	3.59651        	2.71381        
22	2.26029        	3.41928        	17.2685        	50.2765        	13.5235        	4.9585         	3.6572         
23	1.56898        	2.03945        	9.36835        	26.9964        	11.5552        	3.97274        	2.81365        
24	1.55672        	2.45013        	12.7561        	36.5177        	9.03672        	3.32823        	2.4699         
25	1.68299        	2.55555        	13.0052        	38.381         	10.1809        	3.70678        	2.72885        
