period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	40.5824        	3.26117        	2.38467        	1.22107        	4.79711        	5.17637        	7.53887        
2	36.6995        	2.63854        	1.99781        	1.04027        	4.25286        	4.73018        	7.03084        
3	36.6584        	2.47795        	2.05173        	1.11581        	4.97326        	5.89853        	9.13896        
4	37.4209        	3.32349        	2.32966        	1.16997        	4.43088        	4.66218        	6.68264        
5	39.7652        	3.00075        	2.25149        	1.16668        	4.70354        	5.16892        	7.61929        
6	39.2004        	3.02504        	2.38195        	1.26462        	5.33866        	6.11453        	9.19404        
7	33.4921        	3.58707        	2.37686        	1.16366        	4.19191        	4.26294        	5.97784        
8	29.4053        	3.16244        	2.09597        	1.02557        	3.69598        	3.76106        	5.27461        
9	34.7046        	2.69106        	1.95773        	1.0001         	3.9411         	4.26816        	6.23668        
10	41.7762        	3.11743        	2.33792        	1.21124        	4.88588        	5.36962        	7.91964        
11	35.9654        	2.55475        	1.93268        	1.00575        	4.11721        	4.58176        	6.81592        
12	44.0579        	3.4681         	2.57645        	1.32825        	5.28451        	5.74096        	8.39855        
13	33.8789        	2.67547        	1.95134        	0.99734        	3.93041        	4.24969        	6.20071        
14	33.1419        	2.67981        	1.88904        	0.951559       	3.66149        	3.90625        	5.65744        
15	39.2108        	2.81558        	2.2318         	1.18594        	5.02474        	5.71028        	8.59781        
16	27.8357        	3.4771         	2.20004        	1.05509        	3.6625         	3.63809        	5.02693        
17	29.7313        	3.71815        	2.35464        	1.12984        	3.92159        	3.89214        	5.3753         
18	31.5792        	2.91199        	2.05317        	1.03178        	3.91126        	4.10393        	5.86562        
19	36.2934        	3.49211        	2.38044        	1.18           	4.36406        	4.51224        	6.39864        
20	35.1206        	3.50786        	2.3525         	1.15803        	4.22993        	4.34146        	6.12911        
21	37.4987        	3.0593         	2.20411        	1.12022        	4.35773        	4.66452        	6.76386        
22	33.4969        	3.20875        	2.18465        	1.08219        	4.00396        	4.14414        	5.88056        
23	31.4343        	3.44824        	2.24033        	1.08765        	3.87461        	3.9168         	5.47711        
24	23.9644        	4.39546        	2.54919        	1.17761        	3.78115        	3.57069        	4.77306        
25	35.9279        	3.80783        	2.5217         	1.23437        	4.44982        	4.52387        	6.34612        
