period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	15.1809        	11.045         	4.57992        	1.85646        	4.54338        	3.68582        	4.46069        
2	11.2461        	13.0836        	4.97419        	1.9313         	4.24472        	3.29417        	3.86424        
3	9.51361        	17.3966        	5.56049        	2.04883        	4.14828        	3.07724        	3.51929        
4	15.0812        	11.7628        	4.84999        	1.95186        	4.66556        	3.78144        	4.56577        
5	15.3887        	9.73685        	4.21348        	1.73367        	4.36766        	3.59159        	4.38354        
6	19.2429        	7.51133        	3.66966        	1.58274        	4.38566        	3.79692        	4.79102        
7	20.3537        	8.60058        	4.14058        	1.77088        	4.79905        	4.15372        	5.22943        
8	10.2006        	17.4002        	5.66154        	2.10058        	4.3191         	3.22488        	3.70397        
9	11.1572        	17.6526        	5.90022        	2.20988        	4.61668        	3.46937        	3.99892        
10	20.4558        	9.26165        	4.39304        	1.86818        	4.99486        	4.28836        	5.3699         
11	14.3483        	12.8159        	5.13814        	2.04375        	4.75571        	3.79595        	4.53697        
12	6.5277         	37.5448        	9.4577         	3.0592         	4.6089         	3.0498         	3.24482        
13	13.3746        	14.7114        	5.54278        	2.15499        	4.79977        	3.75206        	4.42847        
14	9.5728         	14.1354        	4.79783        	1.80514        	3.82381        	2.89436        	3.35442        
15	8.82907        	21.3778        	6.33042        	2.267          	4.32616        	3.1227         	3.50932        
16	17.6494        	12.8679        	5.43722        	2.21026        	5.36904        	4.37454        	5.29578        
17	10.0436        	18.3169        	5.87794        	2.16832        	4.39715        	3.2599         	3.72604        
18	8.7773         	25.5286        	7.33734        	2.57219        	4.63028        	3.29201        	3.66304        
19	9.05951        	20.021         	6.19247        	2.23279        	4.27234        	3.12075        	3.533          
20	9.58327        	20.1262        	6.20996        	2.25791        	4.44434        	3.25056        	3.68341        
21	11.4539        	23.7391        	7.43771        	2.70583        	5.26633        	3.87144        	4.39722        
22	5.21478        	43.0247        	10.2917        	3.14213        	4.22536        	2.68957        	2.79932        
23	6.66587        	35.8824        	8.76064        	2.85544        	4.42328        	2.9653         	3.18421        
24	7.39224        	39.1453        	9.70679        	3.17519        	4.93729        	3.309          	3.54965        
25	6.84079        	31.164         	7.72758        	2.58023        	4.26629        	2.90359        	3.14562        
