period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	57.8293        	6.68999        	4.41032        	2.1682         	7.67498        	7.86632        	11.0177        
2	61.5715        	7.09697        	4.67276        	2.2978         	8.12542        	8.3322         	11.674         
3	47.7842        	6.68254        	4.14083        	1.97969        	6.67728        	6.63091        	9.11336        
4	45.8636        	7.4268         	4.49914        	2.12937        	6.9863         	6.80846        	9.2322         
5	54.6023        	7.96554        	4.9739         	2.38823        	8.01882        	7.93991        	10.8683        
6	52.411         	7.528          	4.689          	2.24796        	7.56281        	7.49401        	10.2721        
7	40.1357        	6.76642        	4.02066        	1.88544        	6.12292        	5.92837        	8.01533        
8	35.5304        	7.86478        	4.42926        	2.02945        	6.24802        	5.84687        	7.72488        
9	29.8154        	6.91812        	3.81456        	1.73039        	5.26748        	4.90144        	6.46013        
10	28.7416        	7.45204        	3.97861        	1.78532        	5.32678        	4.84452        	6.30745        
11	31.1109        	10.0078        	5.0697         	2.22758        	6.33028        	5.66633        	7.28514        
12	47.6132        	12.2311        	6.65255        	3.01696        	8.94532        	8.28655        	10.8428        
13	58.4968        	6.00437        	4.05972        	2.01771        	7.34537        	7.66566        	10.8735        
14	50.3636        	7.39879        	4.63324        	2.22445        	7.48051        	7.39843        	10.1193        
15	55.3324        	6.13379        	4.10983        	2.03277        	7.29864        	7.53566        	10.6042        
16	51.1027        	5.73289        	3.76564        	1.84585        	6.56302        	6.73751        	9.46098        
17	53.86          	7.32161        	4.62985        	2.23387        	7.61411        	7.60504        	10.4775        
18	46.7352        	9.67928        	5.51282        	2.54585        	7.9151         	7.47072        	9.92185        
19	55.7399        	11.2267        	6.49944        	3.02674        	9.45324        	9.03283        	12.051         
20	76.909         	8.68043        	6.00016        	3.02259        	10.9593        	11.5311        	16.3133        
21	92.0092        	7.74662        	5.90515        	3.1201         	12.4984        	14.1619        	21.0181        
22	83.7464        	6.59182        	5.10383        	2.70997        	11.0674        	12.6063        	18.8491        
23	80.4985        	6.25849        	5.29106        	2.93595        	12.9933        	15.7848        	24.5061        
24	82.7341        	6.38114        	5.19858        	2.83127        	12.1028        	14.2998        	21.8439        
25	54.0526        	4.76208        	4.61826        	2.7523         	14.1139        	19.3168        	32.1749        
