period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	5.54141        	2.17866        	4.60847        	4.97632        	63.1948        	53.0222        	26.7946        
2	5.46804        	24.6986        	77.5058        	20.2048        	11.3647        	5.67248        	5.05955        
3	7.03602        	2.5102         	4.99716        	5.10372        	61.1849        	71.5032        	37.066         
4	6.1978         	2.72398        	6.10337        	7.01096        	83.7954        	51.8796        	26.8111        
5	6.45973        	2.85079        	6.36714        	7.27722        	86.224         	53.5169        	27.7319        
6	4.80906        	2.28382        	5.47448        	6.79075        	79.1248        	37.9703        	19.7523        
7	3.56735        	2.17041        	5.92056        	8.47339        	60.399         	20.1233        	11.4043        
8	3.39584        	1.9474         	5.12694        	7.01734        	58.9115        	20.6441        	11.4626        
9	3.79213        	2.11371        	5.45206        	7.28741        	64.3954        	23.7219        	13.0875        
10	3.37905        	2.14794        	6.02532        	8.9168         	56.0081        	18.0622        	10.3896        
11	2.84441        	2.03464        	6.1862         	10.1354        	43.8498        	13.3424        	7.9502         
12	2.83213        	2.05636        	6.31685        	10.4913        	43.1208        	13.0707        	7.82273        
13	2.63317        	1.8513         	5.56794        	9.02668        	42.1232        	12.5616        	7.43324        
14	3.26096        	2.47568        	7.81074        	13.4769        	46.5728        	14.219         	8.64994        
15	5.70017        	3.27566        	8.61264        	11.8812        	96.0991        	34.6168        	19.2424        
16	4.89355        	2.89316        	7.74655        	10.8982        	84.3926        	28.7429        	16.0846        
17	4.8542         	2.78416        	7.35264        	10.165         	85.5594        	29.8785        	16.5125        
18	3.6301         	2.37587        	6.79842        	10.3301        	59.7391        	18.802         	10.8989        
19	3.93426        	3.00456        	9.585          	16.7972        	57.7814        	17.5065        	10.582         
20	3.88386        	2.77884        	8.44729        	13.9343        	60.0736        	18.2322        	10.8495        
21	3.44363        	2.35512        	6.92726        	10.8852        	54.2858        	16.8719        	9.9383         
22	3.69778        	2.45595        	7.0947         	10.9148        	60.2521        	18.8228        	10.962         
23	2.90906        	2.17626        	6.83496        	11.7006        	43.546         	13.0316        	7.85808        
24	2.92785        	2.03289        	6.09552        	9.82559        	48.3214        	14.4023        	8.45017        
25	3.02949        	2.04146        	5.99789        	9.41713        	51.1873        	15.4113        	8.95831        
