period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	29.5535        	4.39297        	2.738          	1.30354        	4.39776        	4.2714         	5.80306        
2	31.3252        	3.15628        	2.11698        	1.04211        	3.80203        	3.90622        	5.51383        
3	36.0691        	3.5479         	2.42605        	1.20431        	4.44427        	4.59014        	6.49746        
4	33.6104        	3.19165        	2.21637        	1.10715        	4.13921        	4.30988        	6.13048        
5	30.6629        	3.98639        	2.54788        	1.22663        	4.24822        	4.20095        	5.77825        
6	24.516         	4.19645        	2.46559        	1.14598        	3.72359        	3.54939        	4.77295        
7	21.9442        	4.29516        	2.45001        	1.12419        	3.55877        	3.33777        	4.44067        
8	24.7535        	4.25002        	2.50055        	1.16271        	3.77838        	3.59945        	4.8379         
9	15.7898        	6.10492        	2.96076        	1.27197        	3.52584        	3.05874        	3.86928        
10	25.6857        	5.45692        	3.08797        	1.41245        	4.41425        	4.09241        	5.40018        
11	29.4187        	5.44115        	3.16451        	1.46532        	4.6989         	4.42958        	5.91131        
12	26.977         	5.73296        	3.24528        	1.48486        	4.64116        	4.30092        	5.67389        
13	21.2617        	6.05056        	3.2295         	1.43671        	4.22813        	3.82896        	4.96026        
14	34.2638        	3.43994        	2.3087         	1.13686        	4.14976        	4.25912        	6.01063        
15	38.425         	3.179          	2.29652        	1.16838        	4.5391         	4.85161        	7.02468        
16	39.0269        	3.4454         	2.46678        	1.24894        	4.78706        	5.05804        	7.26361        
17	27.7336        	3.9465         	2.43311        	1.15368        	3.90078        	3.80452        	5.19278        
18	40.0468        	3.59557        	2.54486        	1.28372        	4.91029        	5.24984        	7.57192        
19	37.202         	3.75732        	2.58556        	1.28545        	4.74512        	4.88261        	6.89137        
20	28.1675        	4.21502        	2.55112        	1.20097        	4.00856        	3.88163        	5.27612        
21	30.574         	4.12805        	2.58979        	1.23717        	4.23623        	4.15966        	5.70114        
22	20.1526        	6.37052        	3.26867        	1.43615        	4.15087        	3.67448        	4.70761        
23	29.7388        	3.9875         	2.49752        	1.19228        	4.08359        	4.01296        	5.50418        
24	40.4892        	2.8428         	2.21806        	1.1705         	4.90352        	5.53579        	8.30884        
25	39.5726        	2.66459        	2.15527        	1.15789        	5.03791        	5.85623        	8.96188        
