period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 7.366	15.933	160.650	224.084	38.189	13.417	10.326
2	 8.313	17.740	168.691	257.773	43.332	15.383	11.788
3	 8.824	20.546	203.601	246.808	43.353	15.335	11.951
4	 7.623	15.038	133.548	328.500	40.967	14.306	10.922
5	 7.458	12.980	99.668	366.839	43.967	15.389	11.450
6	 8.237	14.499	113.135	287.761	50.984	17.302	12.806
7	 7.689	 9.114	46.429	168.185	84.137	22.280	15.291
8	 7.754	15.313	135.286	259.110	44.028	15.044	11.381
9	 6.822	13.044	110.571	232.647	39.066	13.660	10.245
10	 7.875	13.757	97.079	389.227	48.083	16.511	12.231
11	 8.051	12.818	92.396	278.982	57.842	18.326	13.262
12	 6.818	14.651	157.869	252.164	33.399	12.018	 9.330
13	 6.576	15.234	166.600	211.981	30.648	11.233	 8.793
14	 8.817	23.282	305.870	201.913	36.477	13.712	11.000
15	 8.418	21.467	228.265	192.647	35.576	13.530	10.763
16	 7.419	17.191	188.220	239.485	34.589	12.675	 9.922
17	 9.257	24.448	321.640	212.219	38.305	14.397	11.549
18	 8.009	13.940	107.161	395.050	47.237	16.527	12.296
19	 7.465	14.033	120.293	257.974	44.410	15.191	11.342
20	 8.502	19.802	196.644	238.281	41.799	14.777	11.515
21	11.769	40.968	386.586	135.766	37.489	15.670	13.079
22	12.273	51.663	400.570	116.135	35.676	15.339	13.005
23	 8.077	16.118	152.625	258.239	43.896	15.185	11.586
24	13.765	69.257	408.060	87.032	34.869	15.628	13.562
25	11.448	30.447	396.088	239.832	45.128	17.531	14.119
