period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 4.519	 5.637	28.717	115.180	42.439	12.659	 8.644
2	 4.328	 5.123	25.055	93.194	44.985	12.449	 8.580
3	 4.601	 4.239	16.323	40.628	80.324	17.983	10.965
4	32.870	 3.933	 5.023	 3.439	28.275	63.677	178.120
5	13.975	229.271	69.239	14.704	16.077	 8.971	 8.814
6	 5.220	 7.587	41.132	224.460	41.705	13.045	 9.203
7	 5.201	 5.947	27.768	101.572	59.683	15.966	10.557
8	 4.544	 7.894	59.685	214.979	26.591	 9.358	 6.969
9	 4.736	 7.649	48.435	217.682	32.084	10.558	 7.693
10	 4.961	 7.845	50.841	228.184	34.673	11.237	 8.151
11	 5.324	 6.880	36.560	157.722	48.715	14.419	 9.943
12	 5.842	 7.968	43.327	197.640	48.189	15.055	10.531
13	 4.857	 5.189	23.515	72.749	61.761	15.825	10.350
14	 4.792	 6.928	38.489	194.311	38.473	11.767	 8.344
15	 5.862	 6.158	26.176	80.366	74.149	19.055	12.639
16	 4.716	 6.318	35.095	161.205	42.121	12.364	 8.605
17	 6.021	11.559	93.612	266.774	33.628	11.819	 8.918
18	 4.835	 6.249	33.236	143.805	44.306	13.101	 9.032
19	 5.714	 8.662	49.592	237.897	44.411	13.578	 9.718
20	 5.988	 7.337	35.105	151.417	60.619	16.624	11.584
21	 5.835	10.168	70.503	274.343	35.280	12.201	 9.049
22	 7.410	11.738	69.354	325.529	51.671	17.033	12.307
23	 5.087	 6.693	34.930	162.543	46.558	13.554	 9.390
24	 5.081	 8.206	51.967	233.581	34.422	11.327	 8.253
25	 5.480	 8.688	51.575	245.262	38.379	12.612	 9.108
