period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 6.787	 8.172	39.765	157.198	70.176	19.500	13.285
2	 8.495	10.049	48.920	179.144	87.379	24.373	16.816
3	 5.815	 6.648	31.048	113.616	66.746	17.852	11.803
4	 8.113	11.448	60.683	288.578	66.603	20.550	14.447
5	 7.272	10.508	58.207	290.835	58.166	17.840	12.655
6	 8.310	10.734	56.869	242.710	75.654	22.478	15.508
7	 7.621	13.276	91.828	355.841	46.016	15.930	11.816
8	 7.633	 9.351	44.709	192.267	77.139	21.182	14.763
9	 7.140	 8.163	38.088	138.941	81.760	21.909	14.489
10	 6.796	 8.627	43.104	186.208	62.175	18.712	12.842
11	 6.798	 9.106	50.496	230.672	60.569	17.811	12.400
12	 7.094	 9.005	44.983	194.204	64.878	19.530	13.404
13	 6.117	 7.905	42.040	181.851	56.040	16.571	11.425
14	 6.396	 8.415	43.920	204.423	58.542	17.042	11.806
15	 7.393	10.436	55.477	266.527	60.926	18.743	13.172
16	 8.742	11.706	64.795	294.094	77.666	22.888	15.939
17	 7.618	11.813	71.802	329.336	54.935	17.812	12.807
18	 7.740	 7.865	33.849	96.595	108.681	25.843	17.104
19	 8.525	11.015	58.456	251.023	77.837	23.076	15.916
20	 6.747	 7.088	30.164	92.899	85.685	21.950	14.554
21	 6.804	 8.339	39.962	173.445	69.125	18.904	13.169
22	 7.102	 8.859	45.119	180.823	66.669	19.893	13.584
23	 6.859	 8.709	43.571	189.202	62.908	18.897	12.965
24	 6.941	 9.299	51.648	237.221	61.987	18.196	12.664
25	 7.159	 8.929	45.473	182.175	67.186	20.050	13.691
