period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	329.952	11.213	 9.331	 5.050	25.640	30.822	54.283
2	383.899	12.845	10.282	 5.425	26.101	31.177	48.858
3	179.234	 8.242	 7.902	 4.555	26.471	36.336	70.145
4	266.027	 9.326	 8.195	 4.520	23.907	30.937	53.218
5	339.256	10.993	 8.931	 4.741	23.139	28.061	46.596
6	248.570	 9.360	 8.165	 4.532	24.294	31.053	54.222
7	285.364	 9.344	 7.710	 4.118	20.387	24.450	40.622
8	316.841	10.417	 8.596	 4.592	22.722	27.250	45.261
9	366.320	11.883	 9.653	 5.125	25.008	30.329	50.357
10	276.961	 9.688	 8.514	 4.695	24.841	32.147	55.310
11	355.787	13.278	 9.488	 4.720	20.169	21.543	33.071
12	230.335	16.811	 9.987	 4.615	17.012	16.553	23.517
13	315.302	15.317	10.147	 4.851	19.128	19.538	29.070
14	246.963	18.335	10.877	 4.992	18.152	17.507	25.270
15	156.782	18.893	10.319	 4.574	15.536	14.347	19.474
16	123.666	24.977	11.995	 5.095	15.917	13.982	18.351
17	172.996	16.268	 9.251	 4.157	14.519	13.639	18.466
18	116.021	21.863	10.946	 4.682	14.838	13.141	17.548
19	146.163	20.952	10.860	 4.746	15.681	14.238	19.342
20	335.716	14.550	 9.637	 4.700	19.298	19.869	29.898
21	324.624	11.790	 8.501	 4.256	18.445	20.118	30.583
22	304.816	16.711	10.445	 4.960	19.296	19.207	27.813
23	270.380	18.149	10.808	 5.029	18.786	18.445	26.430
24	228.066	13.369	 8.322	 3.924	15.072	15.118	21.397
25	277.275	17.244	10.305	 4.793	17.818	17.572	25.135
