period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	232.127	16.369	 9.766	 4.512	16.538	16.168	22.930
2	301.663	14.352	 8.993	 4.269	16.528	16.523	23.867
3	322.957	12.102	 8.649	 4.303	18.380	19.633	30.133
4	167.049	15.737	 8.998	 4.072	14.331	13.646	18.658
5	353.418	12.230	 8.109	 3.953	16.165	16.707	25.053
6	268.967	12.862	 8.567	 4.123	16.475	16.693	25.400
7	304.690	11.364	 8.120	 4.039	17.263	18.438	28.306
8	324.294	15.472	 9.695	 4.602	17.816	17.811	25.727
9	401.184	14.020	 9.297	 4.533	18.525	19.149	28.709
10	283.102	13.781	 9.131	 4.365	17.209	17.579	26.153
11	238.275	16.729	 9.979	 4.610	16.903	16.524	23.437
12	156.185	17.684	 9.711	 4.334	14.838	13.888	18.563
13	206.190	17.225	 9.851	 4.489	16.015	15.382	20.709
14	244.500	15.160	 9.058	 4.213	15.665	15.448	22.098
15	95.931	23.085	11.277	 4.756	14.553	12.746	16.952
16	79.267	26.150	11.927	 4.885	14.120	11.976	15.212
17	62.981	32.835	13.014	 5.204	14.195	11.668	14.619
18	55.690	33.492	13.128	 5.061	13.409	10.852	13.460
19	121.877	24.657	11.845	 5.031	15.715	13.806	18.119
20	83.560	27.559	12.353	 5.097	14.946	12.777	16.570
21	44.521	52.245	16.466	 6.130	14.403	10.976	13.091
22	65.064	39.150	15.354	 5.920	15.679	12.692	15.742
23	68.078	26.498	11.584	 4.673	13.130	10.960	13.785
24	42.167	57.610	18.241	 6.443	14.678	11.023	13.023
25	31.568	54.076	15.442	 5.426	11.805	 8.671	10.102
