period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	19.211	 7.312	15.909	16.941	463.842	332.995	109.285
2	16.359	97.108	395.687	73.567	36.566	17.122	15.164
3	21.333	 7.222	14.785	14.900	349.154	389.293	156.158
4	21.479	 9.146	21.172	24.316	684.517	270.013	103.925
5	19.440	 8.255	19.160	22.119	561.837	267.555	98.505
6	17.149	 8.004	19.612	24.115	709.209	176.643	75.116
7	12.177	 7.254	20.783	31.147	509.875	79.752	41.874
8	11.607	 6.504	17.916	24.899	543.955	87.504	42.811
9	13.010	 7.072	19.092	26.469	614.297	104.921	51.090
10	11.532	 7.192	21.008	33.409	461.431	71.182	38.809
11	 9.635	 6.792	21.573	37.444	304.677	51.386	28.413
12	 9.577	 6.856	22.183	40.193	305.158	50.404	28.421
13	 8.616	 5.980	19.181	32.927	277.839	45.742	25.986
14	11.011	 8.259	27.338	50.377	281.233	54.049	31.328
15	17.111	 9.586	26.427	37.193	629.998	135.034	63.797
16	14.434	 8.331	23.471	34.406	538.321	106.257	53.748
17	14.486	 8.109	22.395	31.557	552.165	115.357	54.210
18	12.281	 7.896	23.438	38.757	454.550	75.698	40.940
19	13.548	10.164	33.594	61.810	338.937	66.317	38.489
20	12.975	 9.149	29.014	50.283	398.008	68.953	38.193
21	11.679	 7.862	24.197	40.949	402.476	66.408	35.652
22	12.489	 8.154	24.755	40.223	464.861	71.220	38.564
23	11.673	 8.642	28.128	52.472	312.474	56.804	34.056
24	11.694	 8.010	25.155	41.461	391.532	66.491	34.994
25	12.120	 8.049	24.975	39.099	450.513	69.130	37.702
