period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	522.897	29.204	18.371	 8.756	33.516	33.589	48.352
2	543.239	30.851	19.418	 9.259	35.397	35.483	51.057
3	368.754	28.670	17.162	 7.955	28.914	28.325	40.077
4	353.661	32.894	18.896	 8.645	30.535	29.406	39.500
5	428.106	34.778	20.857	 9.683	35.055	34.369	48.571
6	409.456	32.644	19.561	 9.075	32.911	32.256	45.609
7	288.344	29.213	16.759	 7.606	26.572	25.353	34.606
8	246.025	35.748	18.720	 8.268	27.308	25.193	33.664
9	192.020	30.568	16.034	 7.024	22.936	20.969	28.437
10	169.745	32.007	16.176	 6.987	22.190	19.952	27.038
11	173.419	43.165	21.208	 8.980	27.260	23.944	31.791
12	309.019	53.221	28.560	12.493	39.783	36.186	48.230
13	541.123	25.080	16.774	 8.096	31.903	32.519	49.162
14	409.151	32.564	19.511	 9.051	32.830	32.176	45.498
15	544.891	25.763	17.149	 8.223	31.961	32.847	48.576
16	467.640	24.789	15.571	 7.411	28.477	28.517	41.101
17	450.239	32.182	19.314	 9.020	33.169	32.794	46.760
18	298.291	41.713	23.094	10.290	34.321	31.964	43.233
19	381.477	50.136	27.808	12.509	42.065	39.559	52.652
20	743.429	38.064	25.725	12.557	49.507	51.786	75.414
21	849.036	32.209	24.838	12.781	55.890	61.326	98.333
22	790.110	27.120	21.107	10.908	48.668	54.356	85.062
23	676.106	30.278	24.642	13.345	64.501	79.078	126.531
24	763.875	30.595	24.366	12.937	60.218	72.607	111.482
25	345.366	22.439	21.553	12.593	71.598	103.013	178.618
