period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	18.433	14.053	46.836	89.549	425.785	87.730	50.731
2	14.823	10.440	33.247	59.440	439.718	80.159	43.810
3	18.751	 7.955	18.480	21.344	554.244	261.225	95.413
4	16.202	 7.086	16.783	19.394	520.776	213.183	83.373
5	20.759	 8.136	18.057	19.927	523.320	317.698	118.351
6	10.386	32.605	402.929	138.639	34.928	14.450	11.932
7	 9.311	 6.181	19.203	30.087	359.514	53.274	29.008
8	 9.058	 5.560	16.287	24.327	409.125	59.769	31.053
9	13.077	 7.672	21.765	31.387	585.606	91.198	47.382
10	 8.713	 5.514	16.524	25.506	369.651	53.594	28.907
11	10.385	 7.209	23.105	39.631	329.538	55.033	31.291
12	 9.338	 6.684	21.639	39.231	300.798	49.206	27.729
13	 9.371	 6.813	22.441	39.605	271.166	46.556	27.200
14	10.852	 6.561	19.015	28.472	478.475	72.047	36.868
15	 9.905	 6.874	22.045	37.834	317.696	52.552	29.863
16	 9.586	 8.415	32.186	71.646	179.496	38.915	23.691
17	10.365	 8.261	30.207	60.494	258.771	47.534	28.470
18	 9.230	 7.963	29.514	69.713	191.763	37.798	23.199
19	 7.528	 6.935	26.673	66.235	130.338	29.382	17.927
20	 9.207	 6.489	20.631	35.844	296.959	49.213	27.183
21	 9.522	 6.408	19.749	33.463	338.251	54.333	29.119
22	 8.678	 6.713	22.384	43.763	228.222	42.340	24.264
23	 8.019	 7.508	29.069	71.459	124.055	30.550	18.856
24	 9.070	 9.521	41.344	136.304	120.382	29.630	19.578
25	11.489	16.632	97.544	357.800	93.202	28.209	19.993
