period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	13.735	121.039	191.229	31.639	23.255	11.762	10.904
2	10.785	70.069	263.544	37.519	22.017	10.558	 9.492
3	19.448	109.858	531.085	74.125	41.408	19.673	17.558
4	25.766	251.807	345.609	55.745	42.580	21.721	20.213
5	29.304	499.277	127.982	29.439	32.401	18.358	18.182
6	27.506	471.264	74.264	18.579	25.109	15.073	15.473
7	24.828	435.659	97.322	23.833	26.593	15.147	15.060
8	28.070	339.739	47.274	13.182	20.106	12.636	13.348
9	24.848	422.664	112.105	26.137	28.415	15.977	15.760
10	18.450	333.056	63.385	15.340	18.498	10.730	10.796
11	16.532	275.159	94.224	20.140	20.393	11.226	10.944
12	19.055	342.925	67.144	16.257	19.693	11.350	11.374
13	17.742	327.762	56.825	14.458	17.711	10.339	10.444
14	16.645	304.754	51.370	12.956	16.135	 9.480	 9.615
15	17.005	311.054	52.473	13.236	16.484	 9.686	 9.823
16	20.744	285.010	38.338	10.788	16.095	10.041	10.563
17	14.137	229.913	72.401	16.444	16.839	 9.326	 9.127
18	17.352	305.659	84.835	20.131	20.536	11.400	11.169
19	17.446	352.861	76.351	18.324	19.841	11.161	11.021
20	19.025	430.077	65.332	16.228	19.543	11.289	11.327
21	16.349	288.897	79.980	18.967	19.351	10.740	10.522
22	15.611	259.277	92.448	19.271	19.256	10.547	10.251
23	17.473	384.591	66.758	16.758	18.613	10.608	10.560
24	17.637	232.441	122.605	25.578	23.922	12.856	12.350
25	19.971	297.208	128.119	26.907	25.681	13.969	13.513
