period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	84.624	 8.628	 9.967	 6.469	47.678	83.635	200.701
2	100.028	10.129	11.818	 7.726	58.510	98.829	234.262
3	89.867	 9.061	10.574	 6.909	52.516	88.808	212.319
4	103.696	 9.521	10.659	 6.786	48.610	81.452	175.831
5	93.498	 9.438	11.014	 7.198	54.652	92.390	220.354
6	87.742	 9.437	11.126	 7.319	55.336	101.648	246.574
7	114.986	10.453	11.824	 7.579	56.033	90.385	195.685
8	107.955	 9.919	11.105	 7.070	50.620	84.809	182.919
9	77.328	 8.731	10.506	 7.001	54.438	103.961	260.293
10	69.972	 8.310	10.203	 6.888	54.905	110.525	282.582
11	75.710	 8.543	10.281	 6.850	53.297	101.814	255.424
12	72.005	 8.018	 9.747	 6.536	52.410	97.988	244.149
13	118.719	10.810	12.227	 7.838	57.886	93.349	201.708
14	130.764	10.797	11.709	 7.312	50.731	80.175	161.082
15	78.091	 8.365	 9.865	 6.486	49.220	90.557	221.989
16	126.242	 9.831	10.437	 6.431	43.216	65.478	131.468
17	112.586	 9.295	 9.975	 6.186	41.513	68.348	137.018
18	137.287	 9.623	 9.778	 5.870	36.608	55.534	103.106
19	280.998	12.270	10.981	 6.143	33.057	42.864	76.716
20	230.004	11.770	10.916	 6.226	34.882	48.270	85.472
21	161.271	 9.973	 9.799	 5.770	34.648	49.553	93.530
22	138.680	 7.946	 7.945	 4.704	28.702	41.080	83.217
23	144.457	 9.401	 9.447	 5.634	34.784	52.500	98.293
24	189.975	11.708	11.632	 6.898	41.833	60.021	119.413
25	106.544	 8.779	 9.422	 5.842	39.246	64.631	129.748
