period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	23.8041        	9.00317        	19.8325        	20.7347        	379.768        	275.97         	138.58         
2	19.6035        	93.1482        	311.138        	86.5523        	50.4716        	23.9964        	20.4714        
3	27.3466        	10.7949        	24.9111        	32.8407        	442.865        	430.427        	195.726        
4	23.0419        	9.87138        	22.9968        	24.457         	433.692        	234.273        	114.78         
5	23.4681        	10.1523        	23.5733        	25.5999        	423.284        	240.2          	121.567        
6	26.4903        	11.3567        	29.296         	36.7348        	416.282        	204.041        	117.5          
7	15.221         	9.10285        	25.5999        	35.4406        	545.598        	112.235        	51.1528        
8	13.9348        	7.92356        	20.7996        	25.5738        	618.476        	94.2001        	46.1884        
9	15.324         	8.5266         	22.1327        	26.7133        	634.46         	114.411        	52.9664        
10	13.7896        	8.52066        	23.7181        	31.74          	545.314        	76.7653        	41.369         
11	12.3485        	8.39084        	25.1031        	37.5494        	401.195        	57.7228        	33.4997        
12	12.1612        	8.36564        	24.9771        	37.0696        	347.271        	53.8128        	32.0888        
13	11.8337        	7.96741        	23.6179        	34.7123        	401.846        	55.8162        	32.4884        
14	14.0861        	10.0521        	31.4763        	51.0811        	406.019        	62.1223        	36.77          
15	26.0074        	14.2078        	43.0924        	60.5718        	401.724        	171.679        	102.463        
16	19.4996        	11.4276        	32.6455        	45.824         	408.438        	143.54         	76.2725        
17	18.4711        	10.1169        	28.6218        	40.766         	339.902        	128.136        	69.971         
18	15.1133        	9.55764        	27.1443        	37.4364        	598.586        	80.8502        	44.4013        
19	15.8415        	11.4036        	38.4682        	67.4888        	280.013        	75.5104        	45.1703        
20	14.0574        	9.48992        	29.4421        	49.612         	308.922        	73.17          	39.6745        
21	13.8959        	9.09461        	26.1471        	36.6584        	490.968        	66.5366        	38.462         
22	15.9412        	10.21          	29.4244        	41.6588        	609.03         	85.8481        	46.6639        
23	13.5573        	9.5819         	29.4586        	45.8262        	384.008        	59.2204        	35.4183        
24	15.4103        	10.3005        	30.9104        	46.5329        	612.961        	78.1754        	44.1706        
25	15.4108        	10.0225        	29.3054        	42.3061        	644.706        	80.0798        	44.8564        
