period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	288.775        	30.9574        	25.4323        	12.0248        	48.3753        	38.8864        	51.3644        
2	280.593        	31.4814        	26.4948        	12.0994        	51.5531        	43.1108        	62.0108        
3	347.399        	22.8133        	22.7574        	11.7032        	53.1827        	44.6909        	61.7022        
4	247.483        	28.8015        	22.7344        	10.7599        	41.9977        	33.1974        	41.8982        
5	333.043        	23.4839        	21.8856        	10.9416        	47.9531        	40.3996        	55.925         
6	270.927        	21.9868        	20.8326        	10.3568        	44.7216        	36.1331        	47.5721        
7	292.534        	22.2319        	22.2593        	11.3244        	51.9255        	43.7615        	60.3289        
8	252.932        	29.4933        	26.146         	11.7117        	50.564         	41.3947        	57.6093        
9	257.001        	21.7038        	20.7806        	10.3812        	46.608         	37.5707        	51.8772        
10	255.029        	23.7596        	22.1788        	10.7693        	46.8212        	37.2314        	49.0376        
11	245.462        	29.3532        	23.9065        	11.0922        	45.2516        	36.0968        	48.5072        
12	228.69         	31.7714        	23.9005        	10.9954        	42.3297        	32.938         	41.8815        
13	216.029        	26.6112        	21.7121        	10.2494        	40.7158        	31.7465        	40.7548        
14	267.172        	29.2867        	23.9042        	11.1936        	46.1457        	37.0986        	50.2198        
15	193.614        	45.9973        	28.5344        	12.5531        	44.7731        	33.9216        	41.7439        
16	134.188        	43.8045        	25.5942        	10.9081        	38.1349        	27.9003        	33.3557        
17	93.271         	41.2176        	24.4518        	10.7459        	36.2164        	25.6162        	29.1297        
18	106.796        	54.6618        	27.5663        	11.447         	37.6936        	26.8609        	31.1635        
19	155.285        	41.2017        	27.3115        	11.7773        	42.3112        	32.3616        	39.3708        
20	92.6503        	29.6227        	19.2467        	8.57124        	30.675         	21.895         	25.6441        
21	85.7844        	82.7431        	33.8108        	13.4156        	41.4379        	28.2868        	31.5774        
22	127.151        	71.6566        	34.466         	13.3187        	43.8758        	31.7806        	39.1239        
23	151.096        	66.0606        	32.9888        	12.515         	42.9391        	31.9191        	40.0116        
24	76.7477        	84.9852        	34.2442        	12.6591        	39.2215        	27.0361        	30.09          
25	71.8466        	98.5982        	34.8312        	12.4274        	37.0219        	24.8756        	27.9863        
