period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	71.4538        	85.0882        	171.925        	154.252        	198.153        	109.082        	96.9581        
2	50.3469        	52.7175        	250.521        	337.763        	196.45         	78.6953        	65.9722        
3	54.2262        	58.5937        	318.482        	343.07         	213.22         	80.4226        	68.1712        
4	57.521         	56.3993        	299.562        	428.49         	241.973        	90.7157        	76.4028        
5	90.2124        	77.2438        	294.084        	368.393        	311.092        	130.578        	107.712        
6	63.4829        	58.0895        	259.59         	438.581        	269.655        	102.401        	86.4821        
7	74.5178        	67.6327        	141.744        	143.924        	218.149        	124.663        	111.311        
8	57.2825        	56.4564        	233.86         	358.384        	227.001        	87.1668        	77.2862        
9	52.5513        	49.5945        	249.821        	398.688        	232.752        	87.5729        	71.8269        
10	57.0613        	61.4118        	126.654        	107.542        	149.881        	101.776        	79.1352        
11	47.1851        	39.6119        	164.3          	329.162        	204.248        	75.9578        	62.8419        
12	48.7734        	49.3577        	273.733        	345.246        	203.904        	77.593         	65.3226        
13	39.7666        	47.3147        	269.351        	272.443        	163.781        	59.2804        	50.1771        
14	39.1598        	52.1631        	326.568        	243.114        	154.248        	59.3739        	49.6279        
15	36.9045        	46.1988        	320.566        	254.642        	140.564        	57.0251        	48.2808        
16	59.7567        	63.2213        	306.117        	291.259        	226.644        	83.291         	69.9399        
17	48.0216        	63.112         	345.573        	261.546        	182.013        	69.3091        	59.1981        
18	50.2026        	45.3726        	217.808        	337.963        	209.647        	77.0839        	64.7671        
19	59.502         	61.1937        	112.919        	110.125        	148.764        	88.416         	76.5115        
20	60.3741        	60.3471        	269.358        	274.959        	223.021        	91.7878        	73.8446        
21	39.5667        	68.2138        	443.062        	170.768        	134.608        	56.5195        	48.8626        
22	45.6839        	90.4212        	405.657        	165.624        	163.063        	63.5511        	54.2107        
23	46.3529        	50.9568        	268.875        	401.029        	191.817        	74.7749        	63.8878        
24	82.2643        	98.8906        	134.603        	108.914        	140.918        	83.2061        	81.805         
25	52.93          	70.2135        	325.775        	234.604        	202.748        	76.6339        	68.4382        
