period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	94.6224        	61.1505        	236.835        	324.156        	1290.59        	467.11         	296.601        
2	87.1452        	59.5634        	146.218        	191.877        	530.196        	257.734        	188.312        
3	97.8581        	60.1661        	96.6132        	98.0122        	253.608        	217.093        	182.854        
4	55.691         	31.9941        	59.6458        	55.804         	784.375        	339.204        	170.829        
5	92.8361        	48.199         	91.7921        	84.1428        	318.639        	242.769        	198.448        
6	36.8718        	59.0711        	428.437        	180.411        	125.393        	62.8853        	52.5404        
7	40.7758        	27.5502        	94.0594        	127.675        	736.877        	158.758        	101.273        
8	47.3389        	29.2176        	84.0989        	104.518        	990.864        	261.437        	143.459        
9	41.8786        	24.9194        	64.7994        	72.6019        	927.223        	223.193        	122.067        
10	42.1078        	25.8177        	68.7117        	75.5806        	890.741        	215.478        	116.631        
11	39.4082        	25.0695        	73.9764        	93.173         	678.576        	193.34         	111.673        
12	40.3519        	26.4048        	76.487         	95.2963        	719.877        	177.674        	105.943        
13	42.4392        	27.3748        	88.8502        	115.889        	681.995        	203.178        	124.261        
14	39.09          	23.6084        	62.9845        	72.5105        	816.862        	196.726        	110.022        
15	43.0485        	27.2077        	84.9118        	102.784        	693.055        	218.786        	128.21         
16	54.33          	35.9845        	137.781        	200.4          	620.41         	222.038        	150.574        
17	74.3018        	47.9665        	103.844        	111.169        	236.781        	132.528        	107.412        
18	39.1282        	28.2255        	86.2027        	119.262        	422.624        	123.96         	80.2476        
19	31.3987        	23.3893        	71.439         	112.366        	359.702        	93.1277        	63.8824        
20	33.6635        	21.8015        	61.2981        	78.3137        	573.774        	134.768        	82.9454        
21	45.2997        	28.6326        	79.987         	90.7783        	829.346        	203.158        	120.495        
22	38.3136        	25.6927        	82.6942        	117.488        	636.404        	172.53         	102.038        
23	27.2114        	20.2616        	63.2378        	107.909        	309.011        	79.9495        	55.2993        
24	35.8472        	27.4907        	95.8594        	190.75         	348.745        	97.0387        	70.0054        
25	67.7937        	66.209         	161.475        	161.109        	209.8          	111.089        	98.1475        
