period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	17.4653        	153.163        	249.615        	37.137         	34.1809        	16.8089        	15.3876        
2	14.9972        	104.373        	313.9          	57.9882        	34.8723        	15.9666        	14.2041        
3	31.3728        	98.0186        	161.839        	85.0147        	64.8353        	31.285         	27.3475        
4	40.3793        	157.001        	192.689        	71.8078        	65.6581        	31.8621        	28.5076        
5	34.316         	378.649        	172.358        	35.0508        	49.1547        	25.6113        	24.7287        
6	27.9989        	392.353        	66.6503        	18.2225        	31.8246        	18.4344        	18.4037        
7	24.306         	398.312        	87.2057        	21.8607        	33.0137        	18.3087        	17.7954        
8	28.0719        	323.997        	45.0539        	13.7668        	26.5175        	16.0764        	16.4944        
9	25.1974        	297.726        	122.796        	25.3624        	36.8228        	19.5589        	18.7549        
10	23.1668        	308.212        	89.8078        	18.7945        	28.8925        	15.9685        	15.6776        
11	18.9311        	222.384        	118.67         	22.7879        	29.9563        	15.342         	14.5571        
12	21.4871        	318.905        	80.5781        	18.0804        	27.8112        	15.4413        	15.0967        
13	20.9573        	300.745        	69.999         	16.1506        	25.5507        	14.3755        	14.1753        
14	19.6365        	383.797        	54.0274        	14.4819        	23.2112        	13.2912        	13.1826        
15	22.0278        	345.532        	67.9152        	16.2552        	25.6618        	14.6106        	14.4991        
16	24.9675        	285.227        	42.7761        	12.4164        	23.3096        	14.0702        	14.4338        
17	17.3274        	267.119        	92.1715        	18.7759        	25.1524        	13.5698        	13.0319        
18	16.8942        	255.34         	79.9675        	17.9918        	24.5385        	13.3039        	12.7859        
19	16.2047        	265.775        	64.2991        	15.7754        	22.6557        	12.46          	12.0542        
20	17.8691        	292.835        	60.6774        	14.8923        	23.0201        	12.8818        	12.6146        
21	16.3299        	241.486        	85.7426        	17.6431        	23.8422        	12.8514        	12.3342        
22	15.5385        	219.538        	88.763         	18.1691        	23.537         	12.5902        	12.0165        
23	18.6791        	384.595        	68.0413        	16.9919        	24.2937        	13.5474        	13.2355        
24	19.0608        	244.989        	147.017        	25.8985        	30.7196        	16.0706        	15.1777        
25	23.2932        	298.937        	159.895        	29.1996        	36.9273        	19.3459        	18.3279        
