period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	15.7138        	13.9092        	61.9717        	156.461        	134.202        	38.9479        	28.5329        
2	20.2547        	17.1578        	84.3473        	178.276        	202.285        	58.9481        	41.4536        
3	15.5758        	11.6251        	42.9339        	80.6263        	208.755        	55.9385        	36.4806        
4	70.6211        	10.689         	15.8505        	10.5625        	100.891        	141.123        	237.728        
5	27.3784        	210.195        	76.5216        	23.1486        	43.2535        	24.9697        	23.9133        
6	18.7305        	19.5067        	91.2542        	226.952        	128.239        	38.9197        	29.7357        
7	19.8824        	16.6192        	71.0218        	162.157        	194.837        	54.8563        	38.7529        
8	15.6445        	18.102         	111.051        	243.631        	81.923         	28.8102        	22.8927        
9	20.4795        	22.1268        	127.518        	281.884        	129.712        	39.6058        	31.0374        
10	19.8207        	21.7467        	123.342        	298.694        	129.158        	39.6816        	30.7891        
11	23.1489        	20.7509        	103.069        	246.257        	198.727        	56.8833        	41.7478        
12	17.2639        	16.2466        	74.4797        	213.453        	122.439        	37.8962        	29.3272        
13	16.1703        	13.2918        	47.6667        	106.79         	164.779        	43.5382        	30.9442        
14	16.3578        	15.8706        	81.7286        	209.857        	112.99         	34.8096        	27.0404        
15	14.5467        	11.7343        	41.1188        	86.4482        	137.377        	38.3036        	27.7273        
16	18.4491        	16.1595        	79.7263        	162.117        	134.364        	44.776         	32.5642        
17	25.0548        	31.7108        	198.309        	298.444        	136.056        	44.4015        	35.1709        
18	21.8478        	20.8824        	104.504        	272.408        	199.107        	52.6653        	38.8748        
19	21.0935        	20.8241        	112.543        	234.742        	137.917        	43.4228        	33.9157        
20	23.7491        	20.0961        	96.156         	205.967        	204.954        	62.1753        	45.3215        
21	23.9183        	28.7458        	169.047        	300.598        	139.043        	44.9665        	35.42          
22	29.7347        	31.8059        	178.178        	374.232        	199.203        	61.1013        	47.0486        
23	21.9143        	21.1322        	107.625        	279.575        	188.611        	52.143         	38.7037        
24	21.497         	22.9609        	126.394        	247.601        	130.74         	41.9163        	32.1645        
25	31.028         	30.1739        	152.356        	243.535        	176.7          	58.8621        	46.7556        
