period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	210.972        	26.8104        	24.678         	11.7757        	48.3638        	36.508         	45.1392        
2	285.996        	24.9834        	24.5655        	12.2671        	53.2462        	41.6858        	53.5645        
3	283.478        	26.4573        	25.8142        	12.8544        	56.728         	44.5502        	57.4561        
4	242.296        	23.3245        	23.9563        	11.6153        	52.6136        	40.5612        	54.3995        
5	240.025        	24.5683        	23.5692        	11.6664        	48.5761        	36.8256        	45.3322        
6	233.225        	33.6566        	28.9372        	13.5102        	54.0541        	40.6068        	50.9867        
7	203.445        	33.1481        	27.1272        	12.6045        	49.3906        	36.7709        	44.887         
8	228.403        	31.2351        	27.0476        	12.911         	51.4341        	38.3921        	46.5941        
9	152.679        	53.5905        	35.1047        	14.1064        	52.9021        	37.7893        	46.8452        
10	202.393        	42.6028        	33.3947        	14.6269        	57.7508        	42.7085        	54.9232        
11	238.098        	56.5844        	46.4262        	19.0104        	77.2639        	57.6881        	78.4699        
12	211.314        	46.9552        	37.9981        	15.4989        	62.7508        	46.8097        	60.4855        
13	172.377        	41.133         	31.4277        	13.7841        	52.3022        	38.0049        	46.2695        
14	264.833        	34.6108        	33.8139        	15.6403        	70.0916        	53.8199        	73.5768        
15	293.792        	23.5833        	24.9862        	12.6394        	57.7975        	45.8022        	60.9441        
16	294.542        	21.272         	22.4893        	11.5568        	52.3783        	41.0527        	52.5652        
17	225.536        	35.385         	32.8588        	14.0516        	58.3058        	45.7308        	58.4764        
18	322.224        	30.0302        	30.5798        	15.0805        	69.9341        	55.7032        	74.3638        
19	262.152        	24.3156        	24.271         	12.047         	52.9032        	40.9766        	54.1392        
20	262.152        	41.2727        	36.6641        	15.8444        	65.694         	51.0191        	67.3052        
21	241.452        	33.0762        	29.9627        	13.596         	57.6562        	44.4831        	56.2721        
22	171.094        	52.7601        	37.7688        	15.0458        	58.2701        	42.6407        	54.5107        
23	252.791        	30.069         	27.2382        	13.0599        	53.9325        	41.2305        	51.6066        
24	303.054        	24.0601        	27.442         	14.0134        	71.7443        	58.4847        	82.8763        
25	353.035        	22.2024        	25.5054        	13.8586        	71.1297        	60.8119        	85.6678        
