period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10
1	301.939        	14.8027        	13.3668        	6.83899        	30.3112        	27.3678        	38.2183        
2	259.572        	13.8599        	12.6428        	6.48846        	30.2554        	28.4783        	43.0204        
3	287.591        	12.432         	12.4685        	6.73218        	34.0179        	33.876         	53.3304        
4	281.319        	15.7386        	13.4049        	6.70554        	28.7177        	25.4759        	35.1118        
5	277.831        	14.1216        	12.9471        	6.6537         	30.3957        	28.1076        	40.4806        
6	294.681        	13.7122        	13.3632        	7.06644        	33.7697        	31.8974        	46.9066        
7	244.54         	17.4241        	13.7537        	6.67955        	27.3491        	23.7866        	32.0555        
8	215.994        	14.692         	11.8804        	5.82325        	23.8557        	20.5365        	27.407         
9	279.819        	13.2364        	11.7805        	6.01279        	26.6289        	24.2601        	34.1774        
10	305.114        	14.638         	13.4534        	6.93875        	31.4964        	29.0942        	41.7499        
11	278.424        	13.1112        	12.0494        	6.22404        	28.7559        	26.9207        	39.5021        
12	294.394        	15.168         	13.8873        	7.12994        	32.0285        	29.0786        	41.2607        
13	234.262        	12.5774        	11.1755        	5.68289        	25.2503        	22.9261        	32.6527        
14	309.949        	14.2872        	12.1518        	6.10924        	26.3723        	24.0306        	33.5415        
15	252.809        	12.2216        	11.9259        	6.29874        	30.1746        	28.4818        	42.2672        
16	197.897        	19.4181        	14.1571        	6.49123        	25.6399        	22.0244        	30.1677        
17	224.569        	19.1943        	14.1982        	6.72876        	26.668         	22.6684        	30.5619        
18	194.39         	12.4628        	10.8427        	5.4355         	23.3562        	20.4736        	28.2879        
19	244.784        	17.9776        	14.4306        	7.00049        	29.537         	26.052         	36.5767        
20	265.352        	18.6477        	14.6832        	7.10453        	29.4188        	25.8462        	36.0216        
21	266.442        	14.2083        	12.5277        	6.34388        	27.8082        	25.0046        	35.1385        
22	263.848        	14.8305        	12.3848        	6.15247        	25.7414        	22.5941        	30.4952        
23	245.284        	21.5242        	15.4269        	7.22578        	29.4119        	25.8052        	36.526         
24	180.59         	20.8952        	14.5428        	6.68923        	24.8824        	20.3381        	25.9854        
25	264.795        	20.0189        	15.5469        	7.4529         	30.4921        	26.5086        	36.6786        
