period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	35.604	 4.343	 2.437	 1.139	 3.864	 3.895	 5.632
2	38.999	 3.791	 2.241	 1.076	 3.860	 4.045	 5.887
3	52.514	 3.806	 2.577	 1.299	 5.111	 5.744	 8.765
4	29.103	 4.190	 2.249	 1.029	 3.353	 3.340	 4.614
5	39.795	 3.224	 2.021	 0.997	 3.779	 4.093	 6.167
6	46.445	 4.062	 2.559	 1.246	 4.589	 4.892	 7.436
7	49.730	 3.577	 2.422	 1.220	 4.806	 5.400	 8.244
8	41.901	 4.084	 2.415	 1.160	 4.158	 4.357	 6.341
9	45.162	 3.689	 2.313	 1.142	 4.323	 4.682	 7.053
10	48.835	 4.359	 2.727	 1.320	 4.791	 5.150	 7.643
11	36.523	 4.437	 2.489	 1.163	 3.949	 3.979	 5.755
12	28.652	 4.709	 2.431	 1.097	 3.475	 3.401	 4.585
13	33.746	 4.571	 2.461	 1.134	 3.746	 3.764	 5.120
14	35.207	 4.017	 2.262	 1.064	 3.665	 3.666	 5.443
15	21.529	 6.213	 2.830	 1.206	 3.410	 3.119	 4.180
16	18.587	 7.043	 3.012	 1.241	 3.309	 2.930	 3.753
17	15.333	 8.854	 3.272	 1.323	 3.325	 2.851	 3.579
18	13.765	 9.048	 3.305	 1.288	 3.142	 2.652	 3.320
19	28.919	 7.813	 3.558	 1.529	 4.378	 4.039	 5.341
20	19.573	 7.414	 3.070	 1.293	 3.498	 3.122	 4.082
21	11.189	14.080	 4.157	 1.565	 3.373	 2.677	 3.222
22	16.025	10.546	 3.857	 1.505	 3.667	 3.096	 3.875
23	16.201	 7.186	 2.914	 1.188	 3.078	 2.681	 3.403
24	10.635	15.539	 4.587	 1.646	 3.437	 2.688	 3.204
25	 8.019	14.515	 3.905	 1.391	 2.771	 2.119	 2.490
