period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	16.019	 1.692	 1.825	 1.217	 8.427	15.406	30.595
2	18.939	 1.983	 2.163	 1.453	10.352	18.205	35.917
3	17.067	 1.780	 1.942	 1.305	 9.322	16.412	32.522
4	19.324	 1.884	 1.966	 1.282	 8.634	15.220	28.674
5	17.810	 1.860	 2.029	 1.363	 9.730	17.123	33.885
6	16.859	 1.858	 2.049	 1.387	 9.855	18.665	36.580
7	21.302	 2.053	 2.165	 1.423	 9.899	16.785	31.816
8	20.106	 1.962	 2.046	 1.335	 8.985	15.836	29.820
9	14.557	 1.558	 1.701	 1.179	 8.876	18.166	36.266
10	13.197	 1.473	 1.646	 1.159	 8.963	19.065	37.320
11	14.222	 1.522	 1.661	 1.151	 8.671	17.752	35.473
12	13.537	 1.426	 1.575	 1.100	 8.569	17.178	33.853
13	21.785	 1.965	 1.998	 1.322	 9.427	16.859	32.550
14	23.467	 1.984	 1.924	 1.233	 8.235	14.525	27.187
15	14.653	 1.503	 1.603	 1.093	 8.013	16.074	32.273
16	22.186	 1.802	 1.706	 1.076	 6.950	11.842	22.384
17	20.024	 1.693	 1.622	 1.031	 6.649	12.252	22.776
18	23.511	 1.919	 1.805	 1.103	 6.479	10.537	18.494
19	37.254	 2.516	 2.043	 1.154	 5.828	 8.208	14.329
20	33.666	 2.365	 2.022	 1.167	 6.147	 9.199	15.831
21	26.178	 1.989	 1.806	 1.080	 6.103	 9.403	16.937
22	24.093	 1.790	 1.645	 0.991	 5.601	 8.810	16.529
23	24.110	 1.872	 1.741	 1.056	 6.216	 9.914	17.556
24	31.113	 2.346	 2.155	 1.299	 7.305	11.483	21.439
25	19.249	 1.737	 1.732	 1.097	 6.931	12.080	22.030
