period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 7.524	76.681	43.932	11.007	 9.200	 5.219	 5.065
2	 9.712	102.926	38.845	10.609	10.172	 6.013	 5.977
3	 5.830	43.435	63.391	15.290	 9.484	 4.977	 4.607
4	 8.698	81.774	50.771	12.931	10.684	 6.037	 5.836
5	 3.665	16.617	71.775	21.051	 8.666	 4.089	 3.554
6	 6.200	34.764	90.060	24.046	12.107	 6.056	 5.435
7	 2.447	 5.561	39.143	58.477	10.844	 4.215	 3.285
8	 3.709	16.769	74.079	23.131	 8.970	 4.206	 3.641
9	 3.494	 8.522	56.730	73.391	14.626	 5.817	 4.575
10	 3.569	17.960	68.278	18.725	 8.074	 3.854	 3.375
11	 3.660	21.200	58.545	14.467	 7.217	 3.578	 3.208
12	 2.795	11.584	60.899	22.625	 7.432	 3.385	 2.883
13	 3.550	11.762	73.864	41.572	10.700	 4.808	 3.984
14	11.928	117.198	30.133	 8.329	 9.950	 6.278	 6.498
15	 2.775	 6.790	46.560	60.445	11.705	 4.629	 3.638
16	 1.935	 3.979	26.974	54.347	 9.479	 3.615	 2.758
17	 1.774	 2.358	11.183	38.058	14.181	 4.698	 3.320
18	 1.945	 2.053	 8.563	23.296	21.663	 6.394	 4.262
19	 2.655	 2.708	10.765	27.249	29.554	 9.174	 5.951
20	 3.071	 4.229	20.452	67.954	24.006	 8.020	 5.593
21	 3.346	 9.296	64.124	55.953	12.524	 5.067	 4.083
22	 4.456	51.388	20.011	 4.874	 4.717	 2.744	 2.715
23	 5.980	58.701	12.113	 3.508	 4.484	 2.864	 3.001
24	 8.848	52.982	11.001	 3.420	 5.133	 3.514	 3.842
25	 3.946	47.309	16.513	 4.317	 4.156	 2.432	 2.416
