period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	48.828	 3.492	 2.364	 1.190	 4.693	 5.273	 8.053
2	42.678	 2.740	 1.967	 1.010	 4.152	 4.816	 7.650
3	44.196	 2.597	 2.006	 1.079	 4.868	 6.189	10.117
4	45.306	 3.683	 2.309	 1.139	 4.316	 4.675	 7.043
5	47.494	 3.288	 2.225	 1.135	 4.601	 5.231	 8.095
6	53.446	 3.301	 2.462	 1.291	 5.513	 6.389	10.262
7	41.370	 3.996	 2.361	 1.134	 4.069	 4.263	 6.206
8	33.170	 3.441	 2.066	 0.994	 3.567	 3.721	 5.379
9	40.710	 2.855	 1.931	 0.972	 3.839	 4.314	 6.596
10	49.230	 3.401	 2.301	 1.174	 4.759	 5.411	 8.375
11	41.546	 2.643	 1.897	 0.974	 4.008	 4.649	 7.390
12	53.429	 3.726	 2.549	 1.292	 5.164	 5.927	 8.978
13	40.913	 2.856	 1.932	 0.972	 3.842	 4.316	 6.602
14	37.575	 2.791	 1.852	 0.919	 3.539	 3.923	 5.730
15	48.717	 2.958	 2.206	 1.155	 4.946	 5.732	 9.218
16	34.383	 3.882	 2.185	 1.027	 3.542	 3.542	 5.262
17	36.642	 4.148	 2.335	 1.098	 3.785	 3.786	 5.623
18	41.169	 3.289	 2.060	 1.016	 3.856	 4.176	 6.298
19	43.685	 3.739	 2.353	 1.145	 4.226	 4.505	 6.856
20	42.592	 3.713	 2.320	 1.121	 4.083	 4.387	 6.519
21	44.922	 3.248	 2.176	 1.088	 4.240	 4.659	 7.349
22	40.350	 3.436	 2.161	 1.052	 3.884	 4.139	 6.301
23	37.382	 3.758	 2.207	 1.052	 3.728	 3.935	 5.595
24	27.202	 4.776	 2.518	 1.139	 3.611	 3.523	 4.728
25	43.767	 4.218	 2.492	 1.197	 4.296	 4.500	 6.553
