period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 4.126	33.711	41.578	 9.906	 6.446	 3.401	 3.171
2	 3.236	21.139	48.632	11.702	 6.112	 3.059	 2.763
3	 5.783	33.097	89.224	22.699	11.364	 5.652	 5.069
4	 8.739	69.913	80.262	19.098	13.227	 7.085	 6.637
5	 8.777	99.560	35.007	 9.146	 8.919	 5.276	 5.264
6	 8.307	89.792	21.397	 5.777	 6.940	 4.349	 4.501
7	 7.462	86.375	27.162	 7.412	 7.345	 4.365	 4.372
8	 8.470	69.278	13.939	 4.086	 5.575	 3.657	 3.898
9	 7.456	86.540	30.825	 8.153	 7.843	 4.601	 4.572
10	 5.584	65.649	18.089	 4.800	 5.140	 3.108	 3.151
11	 4.983	58.958	25.263	 6.315	 5.661	 3.248	 3.188
12	 5.758	68.180	19.136	 5.083	 5.468	 3.285	 3.317
13	 5.372	64.201	16.448	 4.519	 4.923	 2.996	 3.050
14	 5.054	59.635	14.857	 4.051	 4.494	 2.752	 2.813
15	 5.161	60.803	15.167	 4.137	 4.590	 2.811	 2.873
16	 6.310	57.860	11.396	 3.357	 4.480	 2.916	 3.094
17	 4.276	49.708	19.949	 5.163	 4.691	 2.706	 2.667
18	 4.369	50.690	20.365	 5.274	 4.792	 2.765	 2.725
19	 4.395	53.338	18.478	 4.809	 4.632	 2.708	 2.690
20	 4.804	57.517	16.015	 4.240	 4.563	 2.740	 2.766
21	 4.119	47.938	19.225	 4.973	 4.518	 2.606	 2.569
22	 3.931	45.415	21.634	 5.077	 4.495	 2.559	 2.502
23	 4.413	53.354	16.291	 4.385	 4.350	 2.577	 2.581
24	 4.500	47.244	28.146	 6.734	 5.571	 3.114	 3.008
25	 6.002	66.186	33.382	 8.391	 7.104	 4.031	 3.926
