period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	 2.008	 2.526	11.763	38.239	17.817	 5.695	 3.895
2	 2.505	 3.095	14.348	44.388	22.036	 7.088	 4.912
3	 1.723	 2.055	 9.239	29.252	16.657	 5.221	 3.469
4	 2.394	 3.544	17.553	60.138	17.422	 5.973	 4.216
5	 2.148	 3.259	16.685	58.239	15.251	 5.193	 3.697
6	 2.451	 3.316	16.520	54.087	19.452	 6.476	 4.528
7	 2.254	 4.156	24.605	67.027	12.428	 4.634	 3.446
8	 2.254	 2.887	13.194	45.694	19.518	 6.177	 4.319
9	 2.111	 2.517	11.294	35.527	20.313	 6.389	 4.247
10	 2.011	 2.672	12.685	43.251	16.089	 5.326	 3.764
11	 2.011	 2.825	14.650	49.917	15.667	 5.198	 3.632
12	 2.098	 2.788	13.230	45.057	16.778	 5.557	 3.927
13	 1.812	 2.454	12.328	41.285	14.551	 4.804	 3.354
14	 1.894	 2.613	12.870	45.043	15.189	 4.981	 3.463
15	 2.187	 3.240	16.142	56.177	16.026	 5.468	 3.856
16	 2.580	 3.622	18.704	63.036	19.989	 6.658	 4.655
17	 2.254	 3.678	20.211	65.088	14.662	 5.193	 3.745
18	 2.289	 2.416	10.100	27.615	25.656	 7.538	 5.022
19	 2.518	 3.408	17.037	56.311	20.081	 6.662	 4.655
20	 1.999	 2.184	 9.046	26.331	20.887	 6.417	 4.281
21	 2.015	 2.583	11.865	41.769	17.616	 5.537	 3.867
22	 2.102	 2.744	13.303	43.456	17.301	 5.774	 3.985
23	 2.031	 2.700	12.856	44.216	16.326	 5.387	 3.805
24	 2.056	 2.888	15.028	51.651	16.079	 5.318	 3.714
25	 2.120	 2.767	13.414	43.808	17.445	 5.822	 4.019
