period	IMR/M11	IMR/M12	IMR/M07	IMR/M08	IMR/M13	IMR/M09	IMR/M10	
1	39.774	 4.957	 2.772	 1.287	 4.305	 4.365	 6.317
2	38.107	 3.342	 2.089	 1.010	 3.674	 3.949	 5.866
3	43.982	 3.820	 2.406	 1.171	 4.316	 4.601	 6.997
4	42.031	 3.479	 2.207	 1.082	 4.042	 4.416	 6.501
5	39.404	 4.534	 2.555	 1.202	 4.136	 4.138	 6.142
6	30.723	 4.570	 2.448	 1.113	 3.574	 3.528	 4.817
7	26.970	 4.744	 2.445	 1.096	 3.423	 3.321	 4.544
8	31.208	 4.642	 2.487	 1.130	 3.630	 3.584	 4.893
9	18.879	 7.152	 2.962	 1.247	 3.375	 3.012	 3.938
10	33.444	 6.351	 3.108	 1.384	 4.256	 4.096	 5.526
11	36.744	 6.107	 3.156	 1.425	 4.508	 4.413	 5.947
12	35.079	 6.668	 3.263	 1.453	 4.469	 4.300	 5.801
13	28.871	 7.265	 3.430	 1.485	 4.313	 4.012	 5.398
14	41.399	 3.628	 2.268	 1.096	 3.989	 4.287	 6.368
15	46.250	 3.377	 2.263	 1.132	 4.407	 4.842	 7.634
16	48.674	 3.690	 2.450	 1.217	 4.674	 5.182	 7.562
17	35.203	 4.317	 2.411	 1.119	 3.749	 3.799	 5.504
18	51.532	 3.925	 2.607	 1.295	 4.971	 5.512	 8.042
19	47.412	 4.098	 2.580	 1.256	 4.630	 4.936	 7.508
20	34.613	 4.667	 2.512	 1.157	 3.825	 3.843	 5.227
21	37.900	 4.584	 2.570	 1.201	 4.079	 4.110	 5.946
22	25.076	 7.246	 3.301	 1.408	 3.977	 3.638	 4.877
23	36.561	 4.410	 2.473	 1.155	 3.924	 3.954	 5.721
24	47.663	 2.942	 2.164	 1.126	 4.755	 5.567	 8.773
25	46.320	 2.790	 2.089	 1.109	 4.875	 6.164	 9.600
